지역번호,지역명,일시,평균기온(℃),평균최고기온(℃),평균최저기온(℃),평균습도(%rh),일조합(hr),일사합(MJ/m2),평균일강수량(mm),평균풍속(m/s)
0,전국,2016-07-16,21.7,23.8,20.4,92,0.3,3.35,27.9,2.3
0,전국,2016-07-15,24.5,28.7,20.7,72,5.1,16.15,0.8,2.1
0,전국,2016-07-14,25,30,21.4,77,8,17.86,2.3,1.8
0,전국,2016-07-13,25.6,29.9,22.1,81,5.6,16.8,0.1,1.5
0,전국,2016-07-12,24.6,28,22.4,87,2.5,11.15,8.2,1.3
0,전국,2016-07-11,25.6,30.3,22.2,83,3.7,14.89,2.9,1.2
0,전국,2016-07-10,26,31.1,21.7,78,7.1,19.77,0,1.2
0,전국,2016-07-09,26.1,32.1,21.2,77,11.4,24.46,0,1.4
0,전국,2016-07-08,25.4,31.2,20.8,79,10,22.05,1,1.4
0,전국,2016-07-07,24.2,29,20.9,86,5.4,15.76,1.2,1.3
0,전국,2016-07-06,23.6,27.4,21.2,91,3.4,10.82,27.8,1.6
0,전국,2016-07-05,24.8,28.6,21.5,88,2.4,8.68,39.5,2.7
0,전국,2016-07-04,22.2,24.7,20.2,94,0.3,4.02,53.2,1.8
0,전국,2016-07-03,22.4,25.3,20,88,1.5,7.59,22.3,1.2
0,전국,2016-07-02,23.6,27,21.5,87,2.3,9.81,24.6,2.1
0,전국,2016-07-01,24.2,27.6,22,88,0.7,5.95,55.2,2.4
0,전국,2016-06-30,24.4,29.2,20.8,80,5.1,14.44,1,1.9
0,전국,2016-06-29,22.8,26.7,19.2,78,4.3,15.13,0.9,1.6
0,전국,2016-06-28,22.4,27.4,17.8,75,6.5,18.66,0.5,1.5
0,전국,2016-06-27,22.1,27,17.6,76,3.5,12.74,1,1.2
0,전국,2016-06-26,23.2,29.3,17.5,67,12.7,25.45,0,2
0,전국,2016-06-25,22.7,27.3,18.8,65,9,20.1,0,2.7
0,전국,2016-06-24,21.9,25.2,19.9,88,1.3,6.85,30.3,2
0,전국,2016-06-23,24.2,29.4,19.9,77,8.5,20.69,0.1,1.6
0,전국,2016-06-22,22.8,26.4,20.6,84,1.5,9.66,7,1.7
0,전국,2016-06-21,23.6,28.1,20.1,79,4.8,16.49,0.3,1.6
0,전국,2016-06-20,23.2,28.4,18.5,79,5.3,15.89,5.7,1.4
0,전국,2016-06-19,23.8,29.2,19.8,74,8.9,20.65,1.4,1.8
0,전국,2016-06-18,23.7,29.8,17.9,69,10.4,21.99,0.8,1.8
0,전국,2016-06-17,23.2,29.5,17.5,66,12,24.45,0,2.1
0,전국,2016-06-16,22.1,25.9,19.1,76,5.1,15.72,1.7,2.3
0,전국,2016-06-15,21.5,24.9,18.7,83,1.3,8.52,4.8,2
0,전국,2016-06-14,22.1,27.4,18.4,78,5.5,17.71,0.5,1.7
0,전국,2016-06-13,22.5,27.7,19.2,79,6.7,19.67,0.1,1.8
0,전국,2016-06-12,23.1,26.5,20.4,86,1.9,10.42,2.6,1.3
0,전국,2016-06-11,23.6,28.6,19.3,77,5.6,16.09,2.1,1.7
0,전국,2016-06-10,22.8,28.8,17.7,73,10.1,23.14,0,1.7
0,전국,2016-06-09,22.2,28.3,17.4,74,8.6,21.46,0,1.5
0,전국,2016-06-08,21,25,18.1,80,4.2,15.31,1.7,1.3
0,전국,2016-06-07,21.2,25.9,17.9,78,4.9,15.87,0.3,1.3
0,전국,2016-06-06,19.5,22.6,16.8,78,1.6,10.75,0.7,1.6
0,전국,2016-06-05,21,27.3,15,66,9,22.78,0,2
0,전국,2016-06-04,19.4,22.9,16.3,73,0.8,7.4,3.9,1.4
0,전국,2016-06-03,21.6,28.3,14.3,57,10.6,23.47,0,1.6
0,전국,2016-06-02,20.2,27,13.1,59,12.5,25.84,0,1.7
0,전국,2016-06-01,20.9,26.5,15.8,58,11.3,24.34,0,2.1
0,전국,2016-05-31,21.7,28.1,15.5,62,10.2,21.9,0,1.9
0,전국,2016-05-30,21.3,28.4,14.4,64,11.8,25.05,0,1.9
0,전국,2016-05-29,20.2,26.5,15.7,67,6.3,18.1,0.6,1.6
0,전국,2016-05-28,20.9,27.1,16.3,63,8.8,20.97,0.4,1.4
0,전국,2016-05-27,21.5,27.5,16.8,63,7.5,20.53,0.1,1.5
0,전국,2016-05-26,20.4,25.9,15.1,71,5,14.89,0.1,1.5
0,전국,2016-05-25,19.4,25.8,13.7,71,10.1,22.22,0,1.7
0,전국,2016-05-24,18,21.3,15,85,2,7.03,20.3,2
0,전국,2016-05-23,20.6,27.8,12.5,57,9.7,21.04,0,1.6
0,전국,2016-05-22,20.2,28.1,12.4,51,12.1,25.57,0,1.7
0,전국,2016-05-21,20.1,27.9,12.3,50,11.9,25.25,0,1.7
0,전국,2016-05-20,19.9,28,11.9,56,12.6,25.66,0,1.6
0,전국,2016-05-19,20.3,28.8,12.4,54,12.2,24.83,0,1.5
0,전국,2016-05-18,20.3,29.3,11.4,54,12.9,26.19,0,1.4
0,전국,2016-05-17,17.8,26.6,8.6,55,13,26.48,0,1.5
0,전국,2016-05-16,15.4,21.7,9.9,60,9.8,22.76,5.9,3
0,전국,2016-05-15,18.1,24.3,11.7,77,5.5,15.18,12.6,2.7
0,전국,2016-05-14,17.3,23.9,10.5,63,11.8,25.6,0,2.1
0,전국,2016-05-13,16.6,22.5,11.9,68,7.9,19.13,0.1,2.1
0,전국,2016-05-12,18,25.1,11,67,12.3,25.56,0,2.2
0,전국,2016-05-11,15.7,21.7,11.4,75,10.4,23.35,0.9,1.7
0,전국,2016-05-10,13.9,17.2,12.2,90,0.1,3.6,20.1,1.9
0,전국,2016-05-09,18.1,23.4,13.6,59,2.8,14.12,0.2,1.2
0,전국,2016-05-08,17.4,24.8,9.3,55,9.6,21.76,0,1.7
0,전국,2016-05-07,17.1,23.6,11.3,54,11.1,23.45,0,2.4
0,전국,2016-05-06,17.9,22.5,13.9,80,2.3,8.79,1.7,2.3
0,전국,2016-05-05,18.2,26,9.3,49,9.6,21.9,0.8,2.1
0,전국,2016-05-04,17,22.3,11.7,43,11,23.42,0.2,4.9
0,전국,2016-05-03,15.3,19.8,11.7,79,1.7,5.03,26.8,4.7
0,전국,2016-05-02,18.9,25.9,11.8,70,7.3,18.23,7.8,2.4
0,전국,2016-05-01,18.1,26.1,10.4,54,10,21.3,0,2.1
0,전국,2016-04-30,16.5,23.8,8.8,56,8.6,18.59,0,2.5
0,전국,2016-04-29,14.4,20.9,8.4,62,11,22.49,0.1,1.9
0,전국,2016-04-28,13.6,19.2,9.6,70,4.8,14.56,2.4,2
0,전국,2016-04-27,12.4,15.5,10.8,78,0,4.83,25,2.9
0,전국,2016-04-26,17,25.4,8.7,57,9,20.03,1.4,2.1
0,전국,2016-04-25,15.9,24.9,7.3,50,11.7,22.79,0,1.5
0,전국,2016-04-24,14.3,22.1,7.2,47,10.6,22.57,0,1.7
0,전국,2016-04-23,15.2,20.7,10.9,54,3.1,13.31,0,1.6
0,전국,2016-04-22,17.1,24.6,11.2,70,8.7,18.74,0,2.3
0,전국,2016-04-21,13.8,17.3,10.9,91,0.8,5.54,28.8,2
0,전국,2016-04-20,13.9,20.3,7.3,62,4.6,13.53,0.7,1.8
0,전국,2016-04-19,12.5,19,7.4,59,11.4,23.15,0,2
0,전국,2016-04-18,13,18.9,8.3,55,8.4,18.93,1.2,3
0,전국,2016-04-17,13.1,17.2,10.1,59,8.9,18.06,9.5,5.1
0,전국,2016-04-16,14.6,20.7,7.9,74,2.7,8.06,29.2,2.7
0,전국,2016-04-15,13.7,21.2,6.5,61,11.3,22.66,0,2.1
0,전국,2016-04-14,14.7,21.3,9.6,70,8.7,17.7,0,2.1
0,전국,2016-04-13,14.2,18.2,10.9,88,2.8,8.79,13.1,1.4
0,전국,2016-04-12,12.5,19,6.2,59,7.6,17.37,0.6,2.1
0,전국,2016-04-11,10.9,16.1,6.8,64,7.4,18.32,0.2,2.4
0,전국,2016-04-10,13.6,21.3,8.2,67,6.1,15.92,0.4,2.2
0,전국,2016-04-09,14.9,22.2,8.2,61,6.9,14.41,0,1.8
0,전국,2016-04-08,13.9,21.7,8,64,8.9,19.13,0,2.1
0,전국,2016-04-07,12.7,18,9.2,83,4.1,12.06,21.9,2
0,전국,2016-04-06,12.8,21,5.7,56,5.2,13.61,12.2,1.8
0,전국,2016-04-05,12,19.6,5.1,52,10.4,21.28,0,1.9
0,전국,2016-04-04,11.2,15.6,7.6,76,5.2,14.59,1.8,1.7
0,전국,2016-04-03,11.7,15.2,8.9,81,0.1,4.06,9.5,1.5
0,전국,2016-04-02,13.9,21.5,5.7,59,8.5,17.31,0,1.8
0,전국,2016-04-01,13.2,22.8,4.3,50,10.1,19.51,0,1.6
0,전국,2016-03-31,12.4,20.7,4.8,48,6.6,15.23,0,1.3
0,전국,2016-03-30,12.7,20.3,6.4,56,10.2,19.28,0,1.8
0,전국,2016-03-29,11.9,18,4.8,55,4.3,12.56,0.1,2.8
0,전국,2016-03-28,9.3,17.5,0.7,45,11.2,19.95,0,1.9
0,전국,2016-03-27,7,14.1,0,53,10.6,18.8,0,2.1
0,전국,2016-03-26,5.7,12.1,0.2,63,9,16.93,0.5,1.8
0,전국,2016-03-25,5.8,11.1,1.4,64,6.5,14.53,0.2,1.6
0,전국,2016-03-24,6.4,12,1.2,54,8.8,17.18,0.2,2.3
0,전국,2016-03-23,8.1,13.6,4.1,57,6.5,15.31,0.5,2.5
0,전국,2016-03-22,9.3,16.9,2,57,9.6,17.69,0,2.1
0,전국,2016-03-21,8.6,15.6,2.3,65,10.5,18.6,0,1.7
0,전국,2016-03-20,8.2,13.8,3.3,69,5.5,13.73,0,1.7
0,전국,2016-03-19,10.4,16.8,5.2,70,9.3,17,0,2
0,전국,2016-03-18,11.2,15.4,7.9,80,2.6,7.27,9.3,1.3
0,전국,2016-03-17,10.2,18.3,0.9,48,8.3,15.23,0.1,1.5
0,전국,2016-03-16,8.8,16.4,3,45,8.7,16.65,0,1.7
0,전국,2016-03-15,5.6,13.3,-2.5,53,9.5,18.15,0,1.6
0,전국,2016-03-14,4.2,10,-0.5,64,7.1,13.39,0,2.1
0,전국,2016-03-13,4.3,8.4,1,60,0.6,6.56,0.2,1.3
0,전국,2016-03-12,2.5,8.7,-4.2,48,9.3,15.63,0,1.7
0,전국,2016-03-11,0.7,5.8,-3.9,45,10.9,18.71,0,2.4
0,전국,2016-03-10,1.3,5.7,-1.9,42,9.1,17.54,0.1,3.1
0,전국,2016-03-09,3.1,8.2,0.3,52,6.8,15.13,2,3
0,전국,2016-03-08,5.9,9.3,2.4,52,0.6,5.79,2.8,2.3
0,전국,2016-03-07,8.9,14.9,3.4,68,4.1,8.9,0,1.5
0,전국,2016-03-06,10.3,15.6,5.3,74,6.1,12.39,2.5,1.8
0,전국,2016-03-05,11.8,15.5,8.2,91,0.6,4.29,27.9,2.5
0,전국,2016-03-04,9.4,13.7,4.6,84,2.9,7.07,9.7,1.4
0,전국,2016-03-03,7.2,15.2,-0.1,67,7.7,13.65,0,1.6
0,전국,2016-03-02,3.2,10.4,-3.8,61,9.2,14.46,0,2.1
0,전국,2016-03-01,-1.4,4.3,-7.3,52,10.1,15.68,0,2.4
0,전국,2016-02-29,-1.8,1.3,-4.8,56,7.2,10.28,0.3,3.6
0,전국,2016-02-28,4,10.5,-0.5,76,2.2,5.43,5.8,2.1
0,전국,2016-02-27,5.2,10.6,1.2,67,7.4,12.36,1.4,1.8
0,전국,2016-02-26,2.8,7.3,-2.3,67,6.4,11.3,0.8,1.7
0,전국,2016-02-25,0.3,6,-5.9,50,9.5,13.87,0,2.3
0,전국,2016-02-24,-1,3.4,-4.7,52,7,13.03,0.6,2.5
0,전국,2016-02-23,3.3,8.5,-1.3,49,7.9,12.95,0.2,2.7
0,전국,2016-02-22,2.7,6.5,-1.5,46,1.5,7.13,0,1.2
0,전국,2016-02-21,1,6,-3.6,41,9.8,15,0,2.3
0,전국,2016-02-20,3.5,8.7,-0.6,51,7.1,11.7,0,2.5
0,전국,2016-02-19,4.5,8.9,-0.2,59,3.1,7.27,0,1.5
0,전국,2016-02-18,3.6,9.7,-2.9,62,8,11.11,0.1,2.2
0,전국,2016-02-17,1.2,6.5,-4.1,54,10.1,15.02,0,2.2
0,전국,2016-02-16,-0.1,4,-4.4,64,5.6,8.79,0.5,3.1
0,전국,2016-02-15,-3.1,0.1,-6,52,9.3,14.35,0.2,3.7
0,전국,2016-02-14,1.1,9.5,-3,70,2.2,5.61,0.8,4.5
0,전국,2016-02-13,11.7,16.2,7.1,94,0.4,4.25,11.4,1.7
0,전국,2016-02-12,9.7,12,6.9,92,0.1,1.55,20.7,1.8
0,전국,2016-02-11,6.8,13.7,-1.2,55,5.4,9.16,0.2,1.9
0,전국,2016-02-10,2.2,10.8,-4.9,53,9.9,13.73,0,1.3
0,전국,2016-02-09,2.6,7.5,-2.2,45,9.8,13.54,0,3
0,전국,2016-02-08,1.7,7.4,-5.7,56,6.7,9.53,0.2,2.4
0,전국,2016-02-07,-1.8,5,-8,52,9.5,13.46,0,1.5
0,전국,2016-02-06,-1.4,3.3,-5.6,52,8,11.68,0.5,2.4
0,전국,2016-02-05,-0.2,5.4,-5,46,9.2,12.1,0,2.2
0,전국,2016-02-04,0.4,5.9,-4.8,53,7.5,10.37,0,2.2
0,전국,2016-02-03,-1.8,4.9,-8.3,54,9.3,12.42,0,1.8
0,전국,2016-02-02,-3.4,2.7,-8.6,50,9.5,13,0,2
0,전국,2016-02-01,-2.9,1.7,-6.2,48,8.5,11.88,0,2.6
0,전국,2016-01-31,-0.5,2.9,-3.2,57,6.5,9.33,0,2.4
0,전국,2016-01-30,2.2,6.4,-1.2,82,3.1,7.13,0.6,1.5
0,전국,2016-01-29,2.3,4.4,0.3,81,0,2.73,8.2,1.9
0,전국,2016-01-28,0.3,3.6,-4.6,70,0.6,3.62,6.7,1.2
0,전국,2016-01-27,0.2,6.1,-4.8,61,8.3,10.21,0,1.7
0,전국,2016-01-26,-1.7,3.5,-7,65,6.1,8.83,0.1,2.2
0,전국,2016-01-25,-6.6,-1.3,-12.4,59,8.5,10.42,0.3,2.2
0,전국,2016-01-24,-10.8,-7.4,-14.2,55,7.2,8.66,1.5,3.1
0,전국,2016-01-23,-7,-3.5,-11.3,45,6.4,9.29,1.2,3.4
0,전국,2016-01-22,-4.2,0.7,-9.3,44,6.8,9.01,0,2.4
0,전국,2016-01-21,-4.7,0,-8.4,52,3.3,6.73,0,2
0,전국,2016-01-20,-6.9,-2.3,-10.9,56,7,8.86,0,2.2
0,전국,2016-01-19,-7.5,-4.6,-9.7,53,7.2,9.47,0.8,4.8
0,전국,2016-01-18,-2,3.1,-7.3,66,5.4,7.26,0.9,4.2
0,전국,2016-01-17,2.1,5.6,-1.3,79,0,3.21,3.3,1.2
0,전국,2016-01-16,0.8,7.3,-4,67,4,6.8,0,1.2
0,전국,2016-01-15,-0.2,6.2,-5.3,67,6.8,8.33,0.1,1.1
0,전국,2016-01-14,-1.1,3.3,-5.5,57,7.8,9.68,0.1,2
0,전국,2016-01-13,-1.2,2.3,-4.9,63,6,7.68,0.8,2.5
0,전국,2016-01-12,-2.1,3.7,-7.1,48,8.5,10.37,0,2.2
0,전국,2016-01-11,-0.7,4.3,-4.4,46,8.1,9.69,0,2.1
0,전국,2016-01-10,1.7,6.7,-2.8,55,7.4,8.63,0,1.8
0,전국,2016-01-09,0.7,5.5,-3.8,57,7.6,9.18,0,1.9
0,전국,2016-01-08,-0.5,3.9,-3.8,55,7.8,9.39,0,2.3
0,전국,2016-01-07,0.4,4.3,-2.6,53,7.1,8.85,0,2.5
0,전국,2016-01-06,0.7,5.4,-4.2,54,5.6,7.01,0,2.1
0,전국,2016-01-05,0.6,4.4,-2.4,44,4.1,6.31,0.5,2
0,전국,2016-01-04,5.3,10.1,0.1,58,7.9,8.56,0,2.3
0,전국,2016-01-03,5.9,12.9,1,80,5.9,7.28,0,1.1
0,전국,2016-01-02,5.1,11.5,0.3,75,4.5,6.51,0,1.6
0,전국,2016-01-01,1.7,7.3,-3.9,71,6,7.42,0,1.6
0,전국,2015-12-31,2,6.3,-1.7,75,5.5,6.61,0.3,1.7
0,전국,2015-12-30,0.9,7.4,-5.2,66,6.9,8.03,1.1,1.3
0,전국,2015-12-29,-1.4,4.8,-6.7,54,8,8.54,0,1.6
0,전국,2015-12-28,-2.4,2.2,-6.4,48,7.8,9.21,0,2.4
0,전국,2015-12-27,-0.8,3.7,-4.6,50,8.3,9.6,0,2.3
0,전국,2015-12-26,3.8,9.8,-2.1,63,5.4,6.53,0.2,2
0,전국,2015-12-25,1.4,5.8,-2.6,48,8.8,10.01,0,2.3
0,전국,2015-12-24,4.2,8.7,0.8,72,4.9,6.64,0,1.9
0,전국,2015-12-23,6.3,9,3.8,88,1.5,3.11,1.9,1.1
0,전국,2015-12-22,4.1,9.6,-1.1,79,6.6,8.04,0.1,1.3
0,전국,2015-12-21,4.3,9.3,0.5,82,3.5,4.55,1.5,1.4
0,전국,2015-12-20,2.1,6,-2.5,75,0.8,3.72,0.8,0.8
0,전국,2015-12-19,1.4,8.4,-3,72,8.2,8.96,0,1.1
0,전국,2015-12-18,-0.5,4.7,-6,66,4.7,5.88,0,1.7
0,전국,2015-12-17,-2,1.4,-4.8,55,8,8.99,0.3,2.8
0,전국,2015-12-16,1.7,5.5,-1.6,63,5,5.7,2.4,3.1
0,전국,2015-12-15,7.2,9.9,4.7,71,3.1,4.87,0.5,2.5
0,전국,2015-12-14,6.9,8.7,4.2,88,0,1.81,3.9,1.1
0,전국,2015-12-13,6.5,12.5,2.6,71,5.8,7.79,0,1.1
0,전국,2015-12-12,5.5,10.8,1.1,69,5.4,7.97,0,1.5
0,전국,2015-12-11,7.6,10.9,3.8,75,3,4.69,3.7,2.6
0,전국,2015-12-10,8.7,10.6,6.6,89,0.1,1.6,14.1,1.4
0,전국,2015-12-09,6.2,13.2,-0.4,74,5,7.02,0,1.1
0,전국,2015-12-08,4.6,11.1,0,70,7.4,8.71,0,1.2
0,전국,2015-12-07,3.5,9.9,-2.5,70,6,7.99,0,1.2
0,전국,2015-12-06,3.2,8.3,-0.7,65,4.2,6.6,0,1.1
0,전국,2015-12-05,5.5,8.7,2.1,60,4.4,6.61,0,2.4
0,전국,2015-12-04,2.8,5.7,-0.6,65,5.6,7.12,0.5,3.3
0,전국,2015-12-03,3,6.5,-0.3,63,4.1,5.17,3,4.2
0,전국,2015-12-02,7.3,11.3,2.9,80,0.5,2.09,5.7,2
0,전국,2015-12-01,4.7,12.1,-0.9,75,8.3,9.25,0,1.1
0,전국,2015-11-30,6.4,11.6,1.5,74,7.3,8.49,0.2,1.6
0,전국,2015-11-29,5.2,9.6,1.6,79,2.6,4.65,0.8,1.2
0,전국,2015-11-28,3.2,7.2,0.1,73,3.6,5.86,0,1.4
0,전국,2015-11-27,1.1,4,-1.9,67,4.8,6.38,0.6,2.7
0,전국,2015-11-26,0.9,4.5,-1.1,69,4.8,5.74,3.3,3.5
0,전국,2015-11-25,5.6,7.6,3.8,86,0.2,1.95,9,2
0,전국,2015-11-24,8.5,11.2,6,74,1.9,5.26,2.8,2.4
0,전국,2015-11-23,10.9,12.7,9.2,88,0.2,2.67,6.6,1.8
0,전국,2015-11-22,11.3,15.5,7.3,82,3.1,6.39,4.6,1.5
0,전국,2015-11-21,9.6,13.5,5.9,82,3.3,5.67,0.1,1.1
0,전국,2015-11-20,11,15.9,7.6,82,4.6,7.22,0.1,1.2
0,전국,2015-11-19,10.2,12.1,8.6,86,0.1,2.72,0.9,1.5
0,전국,2015-11-18,11.6,14.2,9.4,85,0,1.39,7.9,2.9
0,전국,2015-11-17,14.3,17.1,12.3,89,2.6,5.23,0.5,1.6
0,전국,2015-11-16,12.6,15.8,8.9,90,0.5,3.14,10.7,1.3
0,전국,2015-11-15,13.5,18.3,9.6,82,4.6,7.55,0,1.2
0,전국,2015-11-14,13.8,16.2,12,93,0.2,2.77,5,1.2
0,전국,2015-11-13,12.1,13.9,10.9,89,0,1.35,24.4,2.4
0,전국,2015-11-12,13.7,18.1,9.1,75,4.9,7.98,0.6,2
0,전국,2015-11-11,11.5,17.1,6.8,81,4.8,8.34,2,1.3
0,전국,2015-11-10,11.1,15.3,7.6,79,2.7,6.52,0.2,1.6
0,전국,2015-11-09,12.7,15.5,10.8,86,1,3.95,3.2,1.9
0,전국,2015-11-08,13.7,15.1,12.5,94,0.1,1.74,13.8,2.1
0,전국,2015-11-07,13.2,14.5,11.7,93,0,1.26,28,2.5
0,전국,2015-11-06,13.5,19.2,8,75,3.9,7.36,2.6,2.4
0,전국,2015-11-05,12.9,20.7,7.1,70,6.4,9.99,0,1.2
0,전국,2015-11-04,10.9,20,3.8,71,9.1,12.2,0,1.2
0,전국,2015-11-03,10.8,19,4.9,70,9.4,12.16,0,1.2
0,전국,2015-11-02,10.1,16.4,4.6,65,7.9,10.59,0.2,1.7
0,전국,2015-11-01,6.7,11.2,0.9,65,1.9,5.8,0.1,1
0,전국,2015-10-31,6.3,13.2,0.7,54,9.8,13.92,0,1.8
0,전국,2015-10-30,8,12.8,3.6,51,9.6,13.72,0,2.3
0,전국,2015-10-29,10.5,16.3,5.4,57,8.1,11.79,0.4,1.7
0,전국,2015-10-28,11.4,17.2,5.9,56,9.2,13.15,0,2.1
0,전국,2015-10-27,13.4,17.8,9.7,71,4.1,6.9,16.3,2.7
0,전국,2015-10-26,14.4,19.8,9.1,68,5.7,10.19,0.4,1.8
0,전국,2015-10-25,14.7,21,9.6,65,8.7,13.09,0,1.8
0,전국,2015-10-24,16.2,22.3,11.3,77,6.4,9.41,1.2,1.7
0,전국,2015-10-23,16.3,22,12.3,79,5.9,9.45,0,1.2
0,전국,2015-10-22,16.3,21.6,12.3,80,4.6,9.62,0.3,1.5
0,전국,2015-10-21,16.9,23.9,11.8,81,7.2,11.07,0.2,1.2
0,전국,2015-10-20,16.8,24.1,11.5,77,7.3,11.35,0,1.2
0,전국,2015-10-19,16.4,23.5,10.7,76,8.1,12.28,0.1,1.2
0,전국,2015-10-18,16.2,25.2,9.6,72,9.3,13.75,0,1.2
0,전국,2015-10-17,16.1,24.8,10.2,76,9.7,14.49,0,1.2
0,전국,2015-10-16,15.8,23.5,10.4,79,8.7,12.94,0,1.2
0,전국,2015-10-15,15.7,23.8,9.9,76,9.2,13.78,0,1.2
0,전국,2015-10-14,15.5,23.3,9.5,73,9.9,15.19,0,1.3
0,전국,2015-10-13,14.4,21.8,7.5,65,10.5,15.86,0,1.9
0,전국,2015-10-12,13.4,18.5,9.4,66,8.5,13.69,0.5,2.4
0,전국,2015-10-11,12.7,17,8.6,71,5.1,8.78,2.2,2.4
0,전국,2015-10-10,13.7,20.7,7.6,73,6.5,10.69,4.8,1.9
0,전국,2015-10-09,16,21.4,10.2,56,9.2,16.35,0.4,2.3
0,전국,2015-10-08,17.5,24.4,12.5,74,7.3,12.77,0.1,1.4
0,전국,2015-10-07,17.2,24.8,10.8,74,7.7,13.6,0,1.2
0,전국,2015-10-06,16.8,25.4,10.1,69,10.2,16.29,0,1.2
0,전국,2015-10-05,16.7,24.4,11,66,9.9,16.76,0,1.3
0,전국,2015-10-04,16.5,23.6,11,60,7.7,14.43,0,1.4
0,전국,2015-10-03,18.2,24.9,11.9,66,9.4,15.19,0,2.2
0,전국,2015-10-02,15.9,21.9,8.9,55,10.7,17.66,0,2.7
0,전국,2015-10-01,18.1,22.6,14.5,84,0.1,1.93,37.4,3
0,전국,2015-09-30,19.3,23.1,16.7,66,2.1,9.04,1.7,2.1
0,전국,2015-09-29,20.7,27,14.4,60,9.4,16.76,0,2.1
0,전국,2015-09-28,20.5,28.6,13.1,62,7.5,14.9,0,1.5
0,전국,2015-09-27,19.7,27.6,13.7,71,10.3,17.59,0,1.3
0,전국,2015-09-26,20.1,26.5,15.4,78,7.5,13.43,0,1.3
0,전국,2015-09-25,20.6,26.3,16.3,78,5.7,13.07,0,1.4
0,전국,2015-09-24,20.7,25.7,16.5,80,5.1,11.38,1.2,1.7
0,전국,2015-09-23,19,22.5,15.6,83,0.9,5.86,8.4,1.4
0,전국,2015-09-22,20.6,28,14.8,72,10.3,18.23,0,1.6
0,전국,2015-09-21,20.6,27.9,15.1,75,10.1,17.41,0,1.3
0,전국,2015-09-20,20.1,26.6,14.8,78,8.4,15.48,0,1.2
0,전국,2015-09-19,20.1,26.7,15.2,76,9.7,17.62,0,1.3
0,전국,2015-09-18,20.1,26.3,14.6,72,9.7,18.02,0,1.7
0,전국,2015-09-17,19.3,24.2,15.2,73,6.5,14.94,4.4,2.1
0,전국,2015-09-16,18.9,24.1,13.2,69,5.8,14.05,1.6,1.8
0,전국,2015-09-15,19.3,25.7,13.3,64,10.4,18.82,0,2
0,전국,2015-09-14,19.1,26.4,12.8,69,10.5,18.51,0,1.5
0,전국,2015-09-13,18.6,25.1,13.5,68,11.4,20.15,0,1.7
0,전국,2015-09-12,18.8,22.1,15.5,83,1.5,7.26,3.8,1.5
0,전국,2015-09-11,21,26.6,15.7,79,5.8,13,1.5,1.5
0,전국,2015-09-10,20.6,27.3,14.2,69,11.4,20.74,0,1.5
0,전국,2015-09-09,20.3,27.1,13.6,62,11.3,21.29,0,2.4
0,전국,2015-09-08,20,26.2,14.3,65,11.6,21.54,0,2.3
0,전국,2015-09-07,20.7,26.4,15.9,70,9.9,18.78,0.1,2.1
0,전국,2015-09-06,20.9,24.6,18,80,3,10.35,6.6,2.4
0,전국,2015-09-05,21.7,25.6,19.4,87,0.7,6.75,9.4,1.6
0,전국,2015-09-04,23.3,29,18.8,78,9.1,18.19,0,1.5
0,전국,2015-09-03,22.9,28.1,19.2,81,7.9,16.35,1.8,1.6
0,전국,2015-09-02,22.8,27.4,20,86,4.6,11.61,9.6,1.6
0,전국,2015-09-01,23.6,27.9,20.8,79,4.4,13.55,5,1.9
0,전국,2015-08-31,23.9,29.1,19.3,78,7.3,16.19,1.8,1.6
0,전국,2015-08-30,23.2,29.1,18.3,79,8.2,18.07,0.4,1.2
0,전국,2015-08-29,22.9,28.7,18.8,79,8.7,17.88,0,1.2
0,전국,2015-08-28,23,28.7,18.8,80,8.2,17.04,2.5,1.4
0,전국,2015-08-27,23.2,28.7,18.3,77,10,18.78,1.4,1.9
0,전국,2015-08-26,22.2,26.9,18.7,76,6.8,16.17,0.4,1.9
0,전국,2015-08-25,21.5,24,19.7,89,0,4.23,26.8,3.4
0,전국,2015-08-24,24.7,27.9,22.1,79,1.9,9.81,3.1,2.3
0,전국,2015-08-23,24.9,29.8,21.4,80,6,16.15,0.1,1.2
0,전국,2015-08-22,24.3,28.6,21.1,83,3.4,11.98,0.3,1.2
0,전국,2015-08-21,23.6,28.3,21.1,86,3.4,11.42,26.6,1.4
0,전국,2015-08-20,24.1,27.3,22,87,1.1,7.95,5,1.2
0,전국,2015-08-19,25,29,21.4,79,1.9,11.88,0,1.4
0,전국,2015-08-18,25.2,30,21.3,76,6.5,16.04,0,1.6
0,전국,2015-08-17,25.1,30.9,20.5,77,8.9,19.35,1,1.6
0,전국,2015-08-16,24.8,29.7,21.4,84,2.6,10.74,6.9,1.4
0,전국,2015-08-15,25.9,31.6,21.2,78,9.8,19.43,0,1.4
0,전국,2015-08-14,25.1,30.8,20.8,80,9.2,18.6,1.1,1.4
0,전국,2015-08-13,24.8,30.5,21,81,8.6,18.53,6.9,1.5
0,전국,2015-08-12,23.8,27.9,20.4,83,5.3,14.68,5.1,1.8
0,전국,2015-08-11,25.1,29.2,21.3,80,2,9.67,6.7,1.4
0,전국,2015-08-10,26.4,31.5,22.7,76,5,15.43,0,1.4
0,전국,2015-08-09,26.8,32.3,22.7,77,9.2,19.64,0,1.5
