지역번호,지역명,일시,평균기온(℃),평균최고기온(℃),평균최저기온(℃),평균습도(%rh),일조합(hr),일사합(MJ/m2),평균일강수량(mm),평균풍속(m/s)
0,전국,2021-10-24,10.4,18.6,4.4,72,8.9,15,0,1
0,전국,2021-10-23,10.1,18.5,4.1,70,9.5,15.91,0,1.1
0,전국,2021-10-22,9.8,16.6,4.5,70,8.5,14.53,0.4,1.6
0,전국,2021-10-21,9.4,16.1,4.2,77,6.7,12.37,0.3,1.1
0,전국,2021-10-20,8.9,15.6,4,73,7.9,15.53,0,1.2
0,전국,2021-10-19,10.7,16.8,6.3,74,6,11.78,2.5,1.7
0,전국,2021-10-18,8.9,16.7,1.1,65,9.1,16.41,0.3,1.2
0,전국,2021-10-17,6.4,12.5,1.8,53,10.3,18.45,0,2.2
0,전국,2021-10-16,12.7,17.1,6.6,65,0.9,6.24,6.1,2.5
0,전국,2021-10-15,18.1,22.1,15.1,85,2.3,7.17,6.3,1.1
0,전국,2021-10-14,19,24.8,14.8,80,8.6,15.16,0,1.2
0,전국,2021-10-13,18.3,22.8,14.8,80,4.5,11.87,0.1,1.5
0,전국,2021-10-12,16.4,18.2,14.9,85,0.7,4.79,3.8,2
0,전국,2021-10-11,16.2,20.5,13.9,88,0.9,5.71,11.6,1.6
0,전국,2021-10-10,22.2,27.8,17.5,84,4.6,10.8,5,1.5
0,전국,2021-10-09,21.7,26.5,18.6,85,4.6,10.87,4.4,1.2
0,전국,2021-10-08,20,22.8,18,90,1.2,5.9,1.7,1
0,전국,2021-10-07,20.3,24.7,17.1,86,4.4,9.34,1.5,1.1
0,전국,2021-10-06,20.4,24.7,17.2,86,4.7,10.06,3.7,1.4
0,전국,2021-10-05,22.3,28,18.1,81,7.7,15.34,1.5,1.7
0,전국,2021-10-04,22.6,27.8,17.1,79,4.8,10.93,2.5,1.9
0,전국,2021-10-03,21.2,28.6,15.3,77,9.3,17.74,0,1.3
0,전국,2021-10-02,20.3,26.8,15.7,80,9.6,17.56,0.7,1.2
0,전국,2021-10-01,20.2,27.1,15.4,82,9.3,17.45,1.1,1.2
0,전국,2021-09-30,20.7,26.5,16.7,84,7.9,17.48,4.4,1.3
0,전국,2021-09-29,21.1,24.3,19,94,0.8,4.72,22.6,1.1
0,전국,2021-09-28,20.8,24.3,18.1,81,1.4,9.23,0.7,1.3
0,전국,2021-09-27,20.5,25.1,16.9,75,4.5,12.89,0.1,1.5
0,전국,2021-09-26,20.5,25.1,17,74,5.4,14.24,0.1,1.7
0,전국,2021-09-25,20.1,23.9,16.4,81,2.2,9.19,1.2,1.7
0,전국,2021-09-24,19.6,25.7,14.4,78,7.7,15.97,0.6,1.3
0,전국,2021-09-23,20,25.5,15.6,72,9.1,18.24,0,1.7
0,전국,2021-09-22,21.5,26.6,17.5,78,8.1,15.84,5.4,2
0,전국,2021-09-21,21.9,25.7,18.9,87,3.5,9.51,25.8,2
0,전국,2021-09-20,21.9,26.7,16.6,76,8,17.9,0.1,1.9
0,전국,2021-09-19,21.2,26.8,16.7,78,8.3,17.89,0,1.3
0,전국,2021-09-18,21.1,27,16.5,79,8.8,18.43,0.2,1.2
0,전국,2021-09-17,20.4,23.7,18,84,2.8,9.34,15.7,2.3
0,전국,2021-09-16,21.2,25.6,16.3,74,5.5,14.83,0.9,2
0,전국,2021-09-15,22.1,27.1,18,66,8.6,19.53,0.1,2.9
0,전국,2021-09-14,21.6,25.2,18.3,76,4.6,12.96,3,2.4
0,전국,2021-09-13,22.6,26.8,19,75,4.8,15.45,0.2,2
0,전국,2021-09-12,22.8,28.9,17.9,80,8.6,19.19,0,1.2
0,전국,2021-09-11,22.8,29,18.5,80,9.9,21.26,0,1.1
0,전국,2021-09-10,21.8,26.3,18.7,86,4.3,13.09,0.5,1
0,전국,2021-09-09,21.8,27.8,17.1,83,7.4,18.07,0,1
0,전국,2021-09-08,21.9,26.8,18.5,82,6.4,17.22,0.6,1.5
0,전국,2021-09-07,21,23.6,18.7,92,0.4,4.67,11.4,1.6
0,전국,2021-09-06,20.9,24.3,18.1,82,1.5,9.36,9.7,2.1
0,전국,2021-09-05,21,24.8,17.6,78,2.9,11.2,1.1,1.7
0,전국,2021-09-04,21.5,26.6,17.2,76,7,17.41,0.1,1.6
0,전국,2021-09-03,21.7,26,18.4,80,6.1,16.67,1.1,1.6
0,전국,2021-09-02,21.7,24.7,19.3,84,2.5,10.85,1.8,1.4
0,전국,2021-09-01,22.3,24.9,20,91,0.5,5.4,38.5,1.8
0,전국,2021-08-31,22.9,27.1,20.1,87,2.1,9.15,14.5,1.3
0,전국,2021-08-30,23.5,27.9,20.5,84,3.5,13.09,0.4,1
0,전국,2021-08-29,23,26.9,20.4,87,3.6,11.43,11.5,1.3
0,전국,2021-08-28,23.6,28.6,19.8,81,6.2,17.68,0.3,1.2
0,전국,2021-08-27,22.6,26.2,20,91,1.8,6.55,14.8,1.3
0,전국,2021-08-26,24.9,29.6,21.2,84,5.3,15.12,0.4,1.3
0,전국,2021-08-25,23.7,26,22,93,0.8,6.95,21.9,1.1
0,전국,2021-08-24,24,27.1,21.4,92,0.6,5.19,38.3,2.1
0,전국,2021-08-23,22.4,24.6,20.9,93,0,4.06,44.5,1.4
0,전국,2021-08-22,24.6,28.6,21.4,82,4.7,14.21,0.2,1.6
0,전국,2021-08-21,23.4,25.9,21.3,90,0.8,5.11,46.9,2.3
0,전국,2021-08-20,24.4,29.5,19.8,78,8.7,19.46,0.5,1.6
0,전국,2021-08-19,23.2,28.3,19.6,79,6,16.5,3.5,1.5
0,전국,2021-08-18,23,27.8,19.8,80,4.4,13.85,7.4,1.7
0,전국,2021-08-17,23.8,28.3,20.2,76,5.1,15.99,5.3,1.9
0,전국,2021-08-16,24.3,28.7,20.5,73,7.6,18.94,0.9,1.9
0,전국,2021-08-15,24.1,29,19.9,77,7.6,18.75,1.1,1.6
0,전국,2021-08-14,23.5,27.1,21.2,82,2.6,11.47,10.2,1.6
0,전국,2021-08-13,24.9,28.7,22,81,1.9,11.8,0.9,1.3
0,전국,2021-08-12,25.4,30.3,21.7,81,5.1,16.05,0.6,1.3
0,전국,2021-08-11,25.5,30.8,21.6,80,7.5,19.31,0.8,1.3
0,전국,2021-08-10,25,29.7,21.8,81,6.9,18.29,7.1,1.5
0,전국,2021-08-09,26.2,31.4,21.9,74,8.5,21.23,4.3,1.9
0,전국,2021-08-08,25.3,29.4,22.7,85,1.6,9.69,9.1,1.4
0,전국,2021-08-07,27.2,33.1,22.6,77,9.5,22.7,3.6,1.4
0,전국,2021-08-06,27.6,33.9,23.4,78,9.4,21.61,3.1,1.4
0,전국,2021-08-05,28.4,33.9,23.8,76,11,23.43,0.1,1.2
0,전국,2021-08-04,28,33.1,23.9,77,10.5,23.65,0.1,1.3
0,전국,2021-08-03,27,31.5,23.6,83,6.5,17.58,8.1,1.2
0,전국,2021-08-02,26.3,30.3,24.1,88,4.1,13.28,10.7,1.2
0,전국,2021-08-01,26.9,31.9,24.3,86,4.1,13.28,18.4,1.2
0,전국,2021-07-31,28.3,33.5,24.5,78,8.6,22.16,3.8,1.3
0,전국,2021-07-30,28,33.5,23.3,75,9.5,22.41,0.8,1.5
0,전국,2021-07-29,27.6,33,23.1,76,9.7,22.37,0,1.3
0,전국,2021-07-28,27.6,33.1,22.8,74,10.6,23.43,0.5,1.4
0,전국,2021-07-27,27.6,33.3,22.4,73,11.2,24.16,0.2,1.6
0,전국,2021-07-26,27.5,32.7,22.9,71,10.9,25.21,0.1,1.8
0,전국,2021-07-25,27.6,32.6,23.1,72,9.7,23.69,0,1.7
0,전국,2021-07-24,27.7,33,23.3,73,10.6,24.4,0,1.5
0,전국,2021-07-23,27.5,33,22.6,74,10.8,25.52,0,1.5
0,전국,2021-07-22,27.2,32.7,22.2,73,11,25.66,0,1.6
0,전국,2021-07-21,27.4,33.1,22.4,74,11.3,25.37,0,1.5
0,전국,2021-07-20,26.8,31.5,23.1,80,7.1,19.4,0.2,1.1
0,전국,2021-07-19,26,30.8,22.7,82,5.1,17.3,3.9,1.2
0,전국,2021-07-18,26,31.1,22.1,79,7.9,21.61,2.8,1.5
0,전국,2021-07-17,25.6,30.3,21.7,80,7.5,19.93,2.1,1.6
0,전국,2021-07-16,26.1,32.1,22.2,81,8.9,22.72,4.4,1.5
0,전국,2021-07-15,26.9,32.4,23.2,82,7.8,20.58,2.7,1.3
0,전국,2021-07-14,27.6,32.1,23.9,80,7.8,22.19,0,1.5
0,전국,2021-07-13,27.4,32.1,23.4,80,8.1,21.4,0,1.6
0,전국,2021-07-12,26.7,32,22.8,82,8,21.42,0.4,1.4
0,전국,2021-07-11,25.3,30,21.9,86,5.3,16.69,2.5,1.5
0,전국,2021-07-10,24.7,29.5,21.8,86,6.2,19.11,6.5,1.6
0,전국,2021-07-09,24.5,28.7,22,87,5.8,19.33,6.8,1.3
0,전국,2021-07-08,24.6,28.5,22.1,89,3.8,16.82,23.2,1.3
0,전국,2021-07-07,24.4,27.2,22.2,92,1.7,10.48,33.7,1.3
0,전국,2021-07-06,23.4,26.4,20.6,90,2.6,11.66,51.6,1.5
0,전국,2021-07-05,22.3,25.5,19.9,87,1.8,11.24,26,1.3
0,전국,2021-07-04,23.2,26.3,20.7,87,2.1,10.65,19.4,2.5
0,전국,2021-07-03,22.2,25,20.2,87,0.3,6.29,41.4,2.4
0,전국,2021-07-02,24.3,29.4,20.1,75,6.1,19.17,0.3,1.7
0,전국,2021-07-01,24.4,30.3,19.1,75,10.3,23.91,0.4,1.4
0,전국,2021-06-30,23.1,27.9,20,81,4.8,17.2,1.6,1.2
0,전국,2021-06-29,22.8,28.1,18.8,80,7.9,21.32,2.9,1.3
0,전국,2021-06-28,22.9,27.8,19.8,79,6.8,18.76,2.8,1.5
0,전국,2021-06-27,23.1,28.4,18.3,76,9,21.72,1,1.5
0,전국,2021-06-26,22,26.4,19.2,81,3.9,14.73,4.3,1.1
0,전국,2021-06-25,22.6,28.3,17.7,77,9.9,24.51,2.4,1.3
0,전국,2021-06-24,21.6,26.5,17.5,78,7.7,21.45,0.2,1.3
0,전국,2021-06-23,20.3,24.3,17.5,82,4.4,14.84,2.7,1.6
0,전국,2021-06-22,20.8,25.8,16.9,78,6.1,18.66,5.3,1.6
0,전국,2021-06-21,22.4,28.6,17.5,70,10.1,25.53,0.4,1.8
0,전국,2021-06-20,22.7,29.4,16.1,70,11,26.11,0,1.7
0,전국,2021-06-19,22,27.8,17.2,74,11.5,27.71,0,1.4
0,전국,2021-06-18,20.7,23.9,18.3,89,1.2,9.04,3.3,1.4
0,전국,2021-06-17,20.3,23.6,17.7,81,0.9,10.51,0.7,1.4
0,전국,2021-06-16,21.5,24.9,18.6,76,4.9,16.64,2.8,2.6
0,전국,2021-06-15,21,23,19.4,86,0.6,6.98,9.1,1.7
0,전국,2021-06-14,22.3,27.2,18.6,81,5.2,18.61,0,1.4
0,전국,2021-06-13,22.9,28.6,18.8,81,8.6,24.84,0.1,1.3
0,전국,2021-06-12,23,28.2,18.8,82,7.2,22.58,3.1,1.3
0,전국,2021-06-11,21.7,25.7,19.1,87,4,14.58,22.9,1.8
0,전국,2021-06-10,22.9,27.9,18.2,72,4,16.08,4.6,1.9
0,전국,2021-06-09,23.7,30.2,17.8,68,11.5,26.45,0,1.4
0,전국,2021-06-08,22.7,28.9,17.4,71,9.3,23.7,0.1,1.3
0,전국,2021-06-07,21.7,27.5,16,69,7.9,18.98,0,1.4
0,전국,2021-06-06,21.6,27.2,16.5,71,10.9,25,0.1,1.8
0,전국,2021-06-05,20.1,26.2,13.5,70,10.5,23.74,0,2.4
0,전국,2021-06-04,18.8,24.5,13.8,68,10.9,28.11,1.3,2.2
0,전국,2021-06-03,18.3,20.9,15.4,91,0.4,5.5,19.9,1.2
0,전국,2021-06-02,21.8,28.2,16.3,67,9.5,23.18,0,1.4
0,전국,2021-06-01,20.4,26.2,14.8,70,8,21.15,0.3,1.4
0,전국,2021-05-31,19.3,25,15,74,5.6,17.4,5.6,1.4
0,전국,2021-05-30,18.7,26,11.3,67,11.6,28.15,3.5,1.5
0,전국,2021-05-29,17.3,23.1,12.3,69,8.9,22.14,0.4,2
0,전국,2021-05-28,15.6,21.9,10.7,81,5.8,13.91,15.3,2.2
0,전국,2021-05-27,16,20.9,12.4,80,4.1,11.97,2.7,1.8
0,전국,2021-05-26,16.7,22.9,10.3,61,4.3,17.13,0.2,1.8
0,전국,2021-05-25,15.5,21.1,11.1,65,8,21.06,2.7,2.4
0,전국,2021-05-24,19.2,24.5,14.6,65,7.6,22.1,0.3,1.8
0,전국,2021-05-23,20.2,27.2,13,68,8.4,21.66,0,1.3
0,전국,2021-05-22,18.5,25.3,12.2,72,12.1,27.82,0,1.8
0,전국,2021-05-21,15.6,18.5,13.5,84,3.1,9.83,3.1,2.2
0,전국,2021-05-20,16.4,19.4,14.4,85,0,4.97,11.1,1.6
0,전국,2021-05-19,19.6,26.9,12.9,67,11.1,27.74,0,1.3
0,전국,2021-05-18,16.9,22.5,13.2,83,6.4,19.85,0.2,1.2
0,전국,2021-05-17,15.2,17.5,13.6,94,0.4,5.29,4.5,1.5
0,전국,2021-05-16,18.8,21.6,15.6,96,0,3.45,44.2,2
0,전국,2021-05-15,20,23.3,17.4,90,0.6,8.1,9.2,1.2
0,전국,2021-05-14,20.8,27.7,14.1,72,9.6,23.25,0,1.4
0,전국,2021-05-13,19.6,27.3,12.1,67,12.3,27.06,0,1.3
0,전국,2021-05-12,18.1,24.9,11.6,57,10.4,25.08,0,2
0,전국,2021-05-11,15.9,21,11.1,65,5.5,17.72,2.7,2.1
0,전국,2021-05-10,13.2,16.5,9.8,72,1.1,7.19,5.2,1.5
0,전국,2021-05-09,16,22.7,9.2,48,12.6,28.77,0,2.5
0,전국,2021-05-08,15.4,22.7,7,57,10.6,25.06,0,2.8
0,전국,2021-05-07,15,21.1,9.4,60,7.3,17.07,1.9,2.7
0,전국,2021-05-06,14.8,22.5,5.5,50,9.6,22.98,0,1.7
0,전국,2021-05-05,15.1,20.4,9.3,55,11.5,27.81,1.3,3
0,전국,2021-05-04,15.7,19.6,10.8,81,0.7,7.03,17.5,2.2
0,전국,2021-05-03,14,21.4,6,62,11.3,27.42,0,1.8
0,전국,2021-05-02,11.9,18.1,7.1,68,9.2,23.81,1.7,2.2
0,전국,2021-05-01,10.2,13.4,8.1,79,2.7,10.92,9.1,2.4
0,전국,2021-04-30,13,17.4,9.4,68,6.2,17.45,7.5,2.9
0,전국,2021-04-29,14.7,20.1,10.4,60,6.9,19.09,1.6,1.9
0,전국,2021-04-28,15.9,21.1,11.4,60,7.4,19.11,0.3,1.9
0,전국,2021-04-27,14.6,19.9,8.8,62,3.2,14.26,0.3,1.5
0,전국,2021-04-26,13.7,20.2,7,55,11.5,24.88,0,1.8
0,전국,2021-04-25,14.9,21.4,8.6,59,10.9,25.21,0,2.2
0,전국,2021-04-24,16.1,22.4,11,53,6.8,19.48,0,1.8
0,전국,2021-04-23,17.3,21.2,14.1,45,1.7,11.32,0,2.7
0,전국,2021-04-22,18.9,25.6,13.1,46,3.5,15.88,0,1.7
0,전국,2021-04-21,17.4,26.4,8.4,51,10.4,23.48,0,1.3
0,전국,2021-04-20,15.2,24.3,6.5,50,11.5,24.78,0,1.6
0,전국,2021-04-19,13,21,4,51,12.2,26.34,0,2.3
0,전국,2021-04-18,10.3,16.1,5.2,55,10.9,24.81,0,2.9
0,전국,2021-04-17,10.3,16.3,5.5,58,8,18.48,0.1,2.5
0,전국,2021-04-16,11.7,17.2,5.5,69,4.8,12.11,0.2,1.8
0,전국,2021-04-15,10.1,17.6,2.4,54,11,23.33,0,1.5
0,전국,2021-04-14,9,15.3,3.5,51,11.4,26.29,0,2.6
0,전국,2021-04-13,11.8,16.6,6.3,70,8.1,19.27,3.1,3.2
0,전국,2021-04-12,12.5,15.9,10,78,0.2,5.44,20.8,1.8
0,전국,2021-04-11,12.9,20.7,4.3,56,11.2,23.47,0,1.4
0,전국,2021-04-10,10.5,17.5,3.6,60,11.6,23.5,0,1.7
0,전국,2021-04-09,10.2,16.7,3.7,57,9.4,21.25,0.6,2.1
0,전국,2021-04-08,11.9,18.5,5.9,51,11,24.52,0,2
0,전국,2021-04-07,13.2,20.7,5.6,51,11.5,24.24,0,1.8
0,전국,2021-04-06,11.7,19.3,4.2,55,9.4,21.82,0,1.7
0,전국,2021-04-05,9.7,16.8,3.3,58,11.7,25.21,0,1.7
0,전국,2021-04-04,10.1,13.8,7,81,1.5,8.75,9.4,2.5
0,전국,2021-04-03,14.3,17.2,11.7,86,0,3.55,32.3,1.8
0,전국,2021-04-02,15.9,21.2,11,54,4.8,16.73,0,2.5
0,전국,2021-04-01,13.9,19.9,6.9,49,7.2,17.69,0,2.8
0,전국,2021-03-31,12.3,21.5,3.1,54,10.7,22.64,0,1.3
0,전국,2021-03-30,11.5,19.3,5,46,10.3,22.88,0,1.6
0,전국,2021-03-29,12.2,17.1,8,56,8.1,18.73,0.1,2.7
0,전국,2021-03-28,11.8,15.6,9.1,83,4.4,9.83,5,2.8
0,전국,2021-03-27,12,16,6.7,80,0.3,5.05,26.6,1.9
0,전국,2021-03-26,12.5,21.4,4.1,55,9.4,18.93,0,1.3
0,전국,2021-03-25,11.7,19.8,4.3,60,10.8,21.79,0,1.6
0,전국,2021-03-24,10.1,17,3.2,56,8.1,18.26,0,1.7
0,전국,2021-03-23,9,16.7,1,55,10.9,21.32,0,2.4
0,전국,2021-03-22,6.5,11.7,1.5,47,10.9,22.04,0,3.2
0,전국,2021-03-21,6.8,10.5,4,63,6.4,14.39,0,3.6
0,전국,2021-03-20,8.8,11,6.7,87,0,3.11,6,1.6
0,전국,2021-03-19,11.6,16.9,7.4,62,7,16.58,0,2
0,전국,2021-03-18,9.8,17,2.8,67,8.2,17.44,0,1.6
0,전국,2021-03-17,8.3,16.6,0.8,59,10,20.22,0,1.4
0,전국,2021-03-16,11,16.8,4.7,59,10,20.47,1.8,2.5
0,전국,2021-03-15,10.5,17.2,2.1,68,7.3,15.79,0.2,1.6
0,전국,2021-03-14,8.2,14.7,2.6,75,7.9,16.18,0,1.3
0,전국,2021-03-13,8.2,14.5,2.8,73,8.6,17.05,0,1.6
0,전국,2021-03-12,8.3,10.8,6.4,83,0.3,4.62,13.2,1.9
0,전국,2021-03-11,9.2,17.2,1.1,62,8.1,17.25,0.6,1.2
0,전국,2021-03-10,7.7,15.6,0.7,60,10.3,19.4,0,1.7
0,전국,2021-03-09,7.1,13.6,1.6,63,7.8,16.2,0,1.5
0,전국,2021-03-08,5.9,13.2,0,72,8.9,18.04,0,1.4
0,전국,2021-03-07,5.5,10.2,2.4,71,4.7,12.9,0,1.6
0,전국,2021-03-06,5.9,11.4,2.6,75,2.8,8.92,0.3,2.5
0,전국,2021-03-05,8.6,16.9,2.3,76,8.8,17.61,0.1,1.4
0,전국,2021-03-04,5.6,10.4,0.8,79,1.1,7.9,3.9,1.2
0,전국,2021-03-03,3.1,9.3,-2.9,72,8.9,16.06,0,1.2
0,전국,2021-03-02,2.4,6.2,-0.9,79,4.4,11.29,2.7,2.1
0,전국,2021-03-01,7.8,12.9,2.8,92,0,1.88,49.9,2.6
0,전국,2021-02-28,7,12.3,0.8,67,3.1,9.4,0.3,1.5
0,전국,2021-02-27,6.9,11.4,2.5,58,6.2,12.93,0.2,3
0,전국,2021-02-26,7.3,13.2,1.7,59,7.2,14.88,0.9,2.4
0,전국,2021-02-25,3.9,8.3,-0.8,69,0.4,5.13,3.1,1.1
0,전국,2021-02-24,3,10.1,-2.4,47,6.1,13.18,0,1.3
0,전국,2021-02-23,2.6,8.3,-2,39,9.7,16.4,0,2.2
0,전국,2021-02-22,9.9,17.6,3,58,8.5,14.14,0,2.6
0,전국,2021-02-21,12.1,20.9,3.2,56,9.7,15.89,0,2.6
0,전국,2021-02-20,9.4,16.4,2.9,61,9.2,15.01,0,2.5
0,전국,2021-02-19,2.3,9.8,-6.7,59,9.6,16.52,0,2.5
0,전국,2021-02-18,-4.5,0,-9,53,9.1,15.56,0.1,3
0,전국,2021-02-17,-6.1,-3.3,-8,50,8.3,14.48,0.5,4.4
0,전국,2021-02-16,-2.1,2.7,-5.9,55,6.7,11.38,1.1,3
0,전국,2021-02-15,3.3,8.5,-2.4,66,6,10.38,0.6,3.6
0,전국,2021-02-14,8.2,14.3,2.4,70,1.1,6.7,2.4,0.9
0,전국,2021-02-13,6.4,16.6,-1.5,58,9.4,15.13,0,1
0,전국,2021-02-12,5.9,15.1,-0.3,62,8.4,14.01,0,1
0,전국,2021-02-11,4.4,11.3,-1.5,68,5.8,11.61,0,1
0,전국,2021-02-10,2.4,9.2,-4.1,63,7.1,11.74,0,1.6
0,전국,2021-02-09,-0.4,6.1,-6.3,48,9.8,15.65,0,1.9
0,전국,2021-02-08,-0.9,3.1,-4.1,41,9.7,15.68,0,3.1
0,전국,2021-02-07,5.5,11.3,0.1,64,7.1,11.54,0,2
0,전국,2021-02-06,5.2,11.3,-1.3,71,5.4,8.76,0,1.7
0,전국,2021-02-05,1.2,7.4,-5.5,55,5.3,10.2,0,1.6
0,전국,2021-02-04,-0.3,4.1,-4.6,49,9.5,14.46,0.8,2.4
0,전국,2021-02-03,-2,3.2,-7.9,53,9.1,14.22,0.7,2
0,전국,2021-02-02,-2.2,3.6,-5.1,41,9.5,14.66,0,3.5
0,전국,2021-02-01,6.7,10.7,2.3,80,1.9,5.83,9.3,2.1
0,전국,2021-01-31,3.2,10.7,-5.1,65,8.1,12.06,0.5,1.4
0,전국,2021-01-30,-0.6,7,-8.4,64,5.9,9.18,0.1,1.8
0,전국,2021-01-29,-5.7,-1.4,-9,45,9.3,14.05,0.1,3.3
0,전국,2021-01-28,-0.8,6.4,-6.2,60,4.6,6.99,1.2,3.3
0,전국,2021-01-27,3.2,8.5,-0.7,55,8,12.35,0,1.8
0,전국,2021-01-26,4.8,7.2,2.3,88,0.2,2.67,5.9,1.4
0,전국,2021-01-25,5.9,12.7,0.9,74,7.4,10.78,0,1.4
0,전국,2021-01-24,6.4,11.7,2.1,73,5.6,10,0.1,1.6
0,전국,2021-01-23,7.4,10.6,4.8,81,1.4,4.41,1.7,2.3
0,전국,2021-01-22,6.8,9.8,4.5,94,0.5,3.8,1.3,0.9
0,전국,2021-01-21,4.6,10.1,-1.7,75,3.1,6.02,4.1,1
0,전국,2021-01-20,-0.9,8.3,-8.9,56,8.9,12.07,0,1
0,전국,2021-01-19,-5.1,1.2,-10.7,51,9.1,12.71,0,1.4
0,전국,2021-01-18,-2,3.4,-6.5,67,3.7,5.95,1.7,2.5
0,전국,2021-01-17,-3.7,0.3,-7.9,51,8.4,12.19,0.1,2.4
0,전국,2021-01-16,-0.6,4.5,-4.7,55,7.3,10.29,0,3
0,전국,2021-01-15,5.9,13.1,-1.5,70,2.9,5.69,0,2.2
0,전국,2021-01-14,2.9,10.2,-2.9,61,8.4,10.86,0,1.2
0,전국,2021-01-13,3,9.7,-4.2,70,7.4,9.79,0,1.9
0,전국,2021-01-12,-3,2.6,-9.5,70,6.5,9.62,0.4,1.4
0,전국,2021-01-11,-5.6,-1.4,-9.8,67,0.7,4.94,0,1
0,전국,2021-01-10,-7.1,-0.7,-13.9,60,7.3,10.36,0,1.4
0,전국,2021-01-09,-10.3,-4.5,-16,54,8.6,11.17,0,2.1
0,전국,2021-01-08,-12.3,-7.3,-16.8,51,8.7,11.62,0,2.3
0,전국,2021-01-07,-10.7,-3.8,-14.8,49,7.5,10.72,1.2,3.7
0,전국,2021-01-06,-5.5,-0.7,-10.8,57,8.5,11.31,0.9,1.9
0,전국,2021-01-05,-2.2,1.9,-7.4,54,6.3,9.14,0.1,2.3
0,전국,2021-01-04,-2,3.9,-8.1,59,7.1,9.14,0,1.2
0,전국,2021-01-03,-3.3,1.1,-7.7,50,5.9,9,0,1.9
0,전국,2021-01-02,-2.8,1.4,-6.9,55,8.5,11.05,0,2
0,전국,2021-01-01,-3.4,1.6,-9.3,69,6.3,8.82,0.2,1.6
0,전국,2020-12-31,-6.4,-1.4,-11.9,59,7.3,10.37,0.2,2.4
0,전국,2020-12-30,-6.8,-1.1,-9.7,56,6.8,9.4,1.1,4
0,전국,2020-12-29,2.1,8.6,-2.3,81,2,4.92,1.8,1.8
0,전국,2020-12-28,4.2,11.9,-0.4,80,7.4,9.42,0.1,0.9
0,전국,2020-12-27,3.2,8.1,-1,77,2.9,5.86,2.1,1
0,전국,2020-12-26,1.2,7.9,-4.4,68,6.7,8.48,0,1.2
0,전국,2020-12-25,0.2,4.8,-4,56,8.3,10.42,0.1,2.2
0,전국,2020-12-24,3.9,9.1,-0.5,59,7.3,9.4,0,2.5
0,전국,2020-12-23,2.6,8.5,-3.3,75,3.5,6.24,0,1.3
0,전국,2020-12-22,0.8,7,-4.5,72,6.6,8.51,0,1.3
0,전국,2020-12-21,-0.9,5.5,-6.7,64,6.9,9.08,0,1.4
0,전국,2020-12-20,-2.5,3.5,-7.5,53,8.1,10.45,0,1.6
0,전국,2020-12-19,-3.2,1.5,-7.4,42,8.6,11.5,0,2.4
0,전국,2020-12-18,-0.4,4.9,-5.4,60,5.3,7.29,0.2,2
0,전국,2020-12-17,-4,2.1,-10,54,8.6,11.23,0,1.7
0,전국,2020-12-16,-5.6,-1,-9.5,49,8.4,11.09,0,2.3
0,전국,2020-12-15,-5.9,-1.5,-9.8,45,8.7,11.47,0,2.4
0,전국,2020-12-14,-4.6,-1.4,-7.7,45,8.1,10.64,0,3
0,전국,2020-12-13,1,6.8,-3.5,65,2.6,3.62,2.1,2.1
0,전국,2020-12-12,3.9,8.5,-0.9,52,8.1,10.33,0,1.9
0,전국,2020-12-11,5.2,10.5,0.8,73,4.1,7,0,1
0,전국,2020-12-10,4.7,10.1,1.1,63,2.9,6.05,0,1.1
0,전국,2020-12-09,1.1,8.1,-5.6,54,7.6,10.3,0,1.1
0,전국,2020-12-08,0.6,5.9,-3.5,56,7.7,10.16,0,1.6
0,전국,2020-12-07,3.6,9.1,-1.3,65,3.7,6.53,0,1.7
0,전국,2020-12-06,3.2,9.6,-1.9,69,7.8,10.01,0,1.3
0,전국,2020-12-05,1.8,8,-3.6,66,7,9.08,0,1.4
0,전국,2020-12-04,0.5,6.5,-4.3,55,8.6,11,0,1.7
0,전국,2020-12-03,2.3,7.3,-1.8,51,8.2,10.85,0,2.1
0,전국,2020-12-02,3.1,8.9,-1.2,50,5,8.38,0,1.4
0,전국,2020-12-01,1.5,8.3,-4.1,52,8.4,11.34,0,1.3
0,전국,2020-11-30,1.7,7.1,-2.6,58,8.6,11.37,0,1.9
0,전국,2020-11-29,2.1,6.2,-1.5,61,5.4,8.05,0,1.9
0,전국,2020-11-28,2.6,6,-0.1,51,7.7,10.94,0,2.5
0,전국,2020-11-27,5.9,10,2.4,62,3.8,7.01,0,2.4
0,전국,2020-11-26,6.4,12.1,2.1,67,5.8,9.3,0,1.2
0,전국,2020-11-25,5.2,11.7,0,62,8,11.26,0,1.5
0,전국,2020-11-24,4.5,10.4,0.3,58,4.6,8.66,0,1.2
0,전국,2020-11-23,4.1,8.7,0.4,61,8.2,11.42,0,2.2
0,전국,2020-11-22,8,10.4,5.1,78,0.4,3.11,2.2,2
0,전국,2020-11-21,7.2,12.9,0.3,73,5.5,9.46,0.1,1.5
0,전국,2020-11-20,7.1,11.1,3.5,71,3.4,5.31,0,3.2
0,전국,2020-11-19,16.7,21.7,10.8,83,0.4,1.94,30.2,3.7
0,전국,2020-11-18,17.3,20.9,13.3,86,1.1,4.97,2.6,1.7
0,전국,2020-11-17,14.4,19.6,9.2,79,2.8,6.45,1.4,1.2
0,전국,2020-11-16,11.5,19,5.2,72,7.7,10.78,0,1.2
