date,crop,price,temp,high_temp,low_temp,rain,wind,humidity,sunshine,sunlight,product,KRW/USD
2016-07-15,배추,8400,24.5,28.7,20.7,0.8,2.1,72.0,5.1,16.15,1793391.0,1135.49
2016-07-18,배추,8400,23.7,28.7,19.7,0.0,1.3,80.0,8.0,18.5,1793391.0,1134.39
2016-07-19,배추,8200,25.0,30.0,20.4,0.1,1.6,79.0,7.3,19.7,1793391.0,1140.56
2016-07-20,배추,7900,25.3,29.8,21.6,0.0,1.9,76.0,7.8,19.66,1793391.0,1142.33
2016-07-21,배추,7600,25.1,29.7,21.5,0.0,1.9,75.0,6.5,18.1,1793391.0,1137.31
2016-07-22,배추,7700,25.8,30.7,21.7,0.0,2.0,75.0,10.1,23.2,1793391.0,1137.49
2016-07-25,배추,7700,27.3,31.6,24.5,5.8,1.4,84.0,5.4,14.6,1793391.0,1140.8
2016-07-26,배추,7800,28.0,32.8,24.0,0.0,1.7,78.0,8.7,18.76,1793391.0,1137.59
2016-07-27,배추,7800,28.0,32.0,24.5,0.9,2.1,78.0,4.9,13.13,1793391.0,1135.09
2016-07-28,배추,8100,28.3,32.7,24.8,0.8,2.1,77.0,9.1,19.6,1793391.0,1124.79
2016-07-29,배추,8300,27.8,32.1,24.0,9.7,1.6,81.0,5.8,12.46,1793391.0,1112.89
2016-08-01,배추,10600,27.4,32.8,23.7,2.4,1.3,80.0,7.7,18.19,1793391.0,1106.15
2016-08-02,배추,11400,26.4,30.9,23.6,3.0,1.1,84.0,2.4,11.14,1793391.0,1108.35
2016-08-03,배추,11600,26.7,31.8,23.1,1.6,1.3,81.0,7.1,16.98,1793391.0,1116.21
2016-08-04,배추,11200,27.7,33.0,23.4,0.2,1.5,78.0,9.8,19.32,1793391.0,1111.99
2016-08-05,배추,11800,28.0,33.6,23.3,0.2,1.4,76.0,10.9,20.74,1793391.0,1114.54
2016-08-08,배추,11200,28.2,34.5,24.0,4.9,1.6,76.0,9.5,20.35,1793391.0,1108.24
2016-08-09,배추,11800,27.7,32.6,23.9,0.6,1.7,77.0,8.6,17.77,1793391.0,1101.45
2016-08-10,배추,12800,28.4,34.0,23.9,0.0,1.4,76.0,10.2,19.69,1793391.0,1095.84
2016-08-11,배추,13200,29.3,35.4,24.1,0.0,1.4,73.0,11.5,21.94,1793391.0,1097.39
2016-08-12,배추,13400,29.5,35.6,24.4,0.0,1.5,73.0,11.8,22.4,1793391.0,1100.79
2016-08-16,배추,13800,27.9,33.2,24.2,4.0,1.5,73.0,8.9,18.65,1793391.0,1093.95
2016-08-17,배추,15200,27.7,33.3,23.2,0.7,1.4,74.0,10.0,19.14,1793391.0,1114.25
2016-08-18,배추,15200,28.0,33.6,23.7,0.4,1.5,74.0,7.7,17.73,1793391.0,1107.41
2016-08-19,배추,15600,28.2,33.6,23.8,0.4,1.5,73.0,6.9,16.95,1793391.0,1116.37
2016-08-22,배추,17800,28.0,34.0,23.0,1.2,1.6,72.0,10.6,19.85,1793391.0,1120.93
2016-08-23,배추,18200,27.3,32.2,23.6,1.8,1.8,74.0,8.2,16.15,1793391.0,1116.91
2016-08-24,배추,18200,27.3,33.2,22.9,0.0,1.6,68.0,8.9,19.05,1793391.0,1121.34
2016-08-25,배추,18400,27.2,33.7,21.3,2.1,1.6,70.0,8.4,16.97,1793391.0,1115.23
2016-08-26,배추,19200,21.9,27.2,18.3,11.3,2.3,80.0,3.1,8.85,1793391.0,1111.47
2016-08-29,배추,20000,20.5,25.4,16.3,3.0,2.4,69.0,6.8,15.88,1793391.0,1121.53
2016-08-30,배추,21600,20.7,24.7,16.9,1.0,3.1,70.0,4.6,10.85,1793391.0,1118.27
2016-08-31,배추,23000,21.8,25.3,18.5,7.8,4.1,67.0,4.4,10.09,1793391.0,1115.98
2016-09-01,배추,23800,24.6,30.2,19.6,2.0,2.8,70.0,9.6,17.12,1793391.0,1116.89
2016-09-02,배추,23400,21.4,24.8,19.4,28.9,1.9,87.0,2.7,8.77,1793391.0,1114.87
2016-09-05,배추,23000,24.6,29.1,21.7,1.3,1.2,85.0,4.7,12.98,1793391.0,
2016-09-06,배추,22600,23.6,27.8,20.2,0.0,1.1,83.0,3.9,11.14,1793391.0,1093.04
2016-09-07,배추,22200,23.1,27.9,19.9,1.3,1.2,80.0,2.6,10.32,1793391.0,1090.03
2016-09-08,배추,23000,22.7,28.2,18.6,3.2,1.4,79.0,7.5,15.11,1793391.0,1095.27
2016-09-09,배추,21400,22.8,28.5,18.9,1.4,1.4,79.0,7.6,16.27,1793391.0,1106.83
2016-09-12,배추,21000,21.7,25.9,19.1,7.8,1.3,85.0,3.7,10.08,1793391.0,1112.03
2016-09-13,배추,23000,22.4,28.2,17.7,0.0,1.4,79.0,8.9,16.79,1793391.0,1124.61
2016-09-19,배추,19800,20.2,24.1,17.1,0.2,2.7,72.0,3.8,11.83,1793391.0,1117.44
2016-09-20,배추,20200,18.8,24.4,13.9,0.0,2.6,62.0,10.6,18.69,1793391.0,1117.34
2016-09-21,배추,20400,18.4,24.1,12.7,0.0,1.6,69.0,7.6,14.64,1793391.0,1112.17
2016-09-22,배추,20000,19.4,24.6,15.8,0.0,1.4,74.0,5.7,13.78,1793391.0,1100.59
2016-09-23,배추,19600,19.7,26.1,14.4,0.0,1.2,77.0,9.2,16.72,1793391.0,1102.21
2016-09-26,배추,19800,21.7,26.5,17.9,2.2,1.1,83.0,2.4,8.85,1793391.0,1106.99
2016-09-27,배추,19800,22.7,26.7,20.1,5.4,1.1,89.0,2.7,8.26,1793391.0,1099.22
2016-09-28,배추,19600,21.3,24.7,18.8,7.6,1.4,88.0,0.8,4.94,1793391.0,1096.73
2016-09-29,배추,18600,19.1,21.7,17.0,1.3,2.0,81.0,1.0,5.96,1793391.0,1097.39
2016-09-30,배추,18600,17.8,19.9,15.9,13.0,1.1,89.0,0.7,5.12,1793391.0,1097.98
2016-10-04,배추,17800,21.4,27.2,16.8,0.6,2.2,77.0,7.2,14.51,1793391.0,1110.77
2016-10-05,배추,16600,19.5,24.2,16.7,51.1,2.9,86.0,3.8,8.12,1793391.0,1114.53
2016-10-06,배추,16000,18.6,24.3,14.4,0.0,1.7,76.0,9.4,16.09,1793391.0,1114.53
2016-10-07,배추,14800,18.4,22.8,14.8,9.3,1.9,81.0,3.5,9.02,1793391.0,1115.95
2016-10-10,배추,12600,13.3,19.1,8.4,0.0,1.3,70.0,6.6,12.39,1793391.0,
2016-10-11,배추,11600,14.5,20.6,10.2,0.0,1.1,76.0,4.5,10.05,1793391.0,1124.21
2016-10-12,배추,10400,15.1,21.2,10.8,0.0,1.4,70.0,7.6,13.71,1793391.0,1127.23
2016-10-13,배추,9600,14.5,20.2,10.6,0.0,1.0,72.0,5.3,10.81,1793391.0,1133.31
2016-10-14,배추,10000,15.2,23.1,9.2,0.0,1.1,74.0,9.3,13.76,1793391.0,1133.13
2016-10-17,배추,10000,17.7,23.2,14.0,0.3,1.3,84.0,6.4,10.69,1793391.0,1137.61
2016-10-18,배추,10000,16.3,22.4,12.0,0.0,1.3,83.0,5.5,10.75,1793391.0,1123.75
2016-10-19,배추,9400,16.8,23.3,12.6,0.0,1.1,82.0,7.9,12.35,1793391.0,1120.01
2016-10-20,배추,8800,16.8,22.7,11.7,0.1,1.7,77.0,4.9,9.71,1793391.0,1128.39
2016-10-21,배추,8800,16.6,18.8,14.9,0.4,2.2,74.0,0.5,5.34,1793391.0,1137.17
2016-10-24,배추,8000,14.2,19.4,9.5,0.0,1.8,71.0,7.4,12.42,1793391.0,1135.4
2016-10-25,배추,8000,14.6,19.1,11.3,13.7,1.8,87.0,2.9,5.04,1793391.0,1129.89
2016-10-26,배추,8000,13.8,18.3,10.0,0.0,1.3,82.0,3.5,7.35,1793391.0,1134.94
2016-10-27,배추,7400,14.5,19.2,9.1,0.0,1.7,76.0,2.6,7.68,1793391.0,1145.85
2016-10-28,배추,7400,14.1,16.5,12.1,5.6,1.9,83.0,0.7,3.91,1793391.0,1146.49
2016-10-31,배추,7400,8.3,11.6,4.4,0.3,1.6,67.0,0.1,2.44,1793391.0,1145.37
2016-11-01,배추,7100,4.6,9.7,0.4,0.0,2.6,51.0,9.4,13.78,1793391.0,1142.68
2016-11-02,배추,7000,5.3,11.8,-1.2,0.1,1.8,56.0,9.2,12.87,1793391.0,1148.39
2016-11-03,배추,7000,8.1,14.7,2.9,0.1,1.4,71.0,7.7,10.23,1793391.0,1142.68
2016-11-04,배추,6900,10.2,17.4,3.5,0.0,1.6,72.0,7.1,9.96,1793391.0,1142.68
2016-11-07,배추,6600,13.1,17.8,9.4,1.5,1.6,75.0,3.7,6.95,1793391.0,1141.27
2016-11-08,배추,6800,8.2,12.7,3.1,1.7,2.9,63.0,5.8,9.58,1793391.0,1131.39
2016-11-09,배추,7400,4.3,10.5,-0.7,0.0,1.9,56.0,9.2,12.44,1793391.0,1150.64
2016-11-10,배추,7200,7.3,12.0,2.8,3.1,1.3,75.0,0.8,4.21,1793391.0,1162.11
2016-11-11,배추,7400,9.3,15.2,4.5,0.9,1.8,70.0,8.1,10.0,1793391.0,
2016-11-14,배추,7400,14.3,18.7,10.2,2.3,1.4,84.0,1.9,4.6,1793391.0,1171.25
2016-11-15,배추,7400,9.5,15.2,3.4,0.0,2.5,54.0,8.8,11.66,1793391.0,1170.21
2016-11-16,배추,8000,6.6,14.3,0.3,0.0,1.2,56.0,8.2,9.82,1793391.0,1172.41
2016-11-17,배추,8200,8.7,16.1,3.3,0.0,1.2,62.0,7.7,9.57,1793391.0,1176.03
2016-11-18,배추,9800,10.0,15.6,3.6,12.8,1.2,80.0,3.3,5.77,1793391.0,1177.71
2016-11-21,배추,10200,10.3,14.2,6.1,0.1,1.2,77.0,0.8,3.47,1793391.0,1178.51
2016-11-22,배추,10000,6.3,10.9,2.5,0.9,3.0,61.0,3.0,5.99,1793391.0,1173.25
2016-11-23,배추,10200,3.1,7.6,-0.5,0.1,2.7,45.0,6.1,8.63,1793391.0,1181.57
2016-11-24,배추,10400,0.7,5.5,-3.0,0.0,2.7,45.0,8.9,11.13,1793391.0,
2016-11-25,배추,10400,1.9,8.1,-2.8,0.0,1.6,54.0,7.2,9.17,1793391.0,1174.99
2016-11-28,배추,10400,3.8,8.4,-0.2,0.0,2.1,62.0,8.2,9.69,1793391.0,1170.53
2016-11-29,배추,10400,3.1,10.0,-2.3,0.2,1.6,55.0,8.7,10.43,1793391.0,1169.99
2016-11-30,배추,10200,6.2,10.7,1.2,2.5,1.2,76.0,0.6,3.67,1793391.0,1175.87
2016-12-01,배추,10400,6.5,10.8,0.8,0.1,3.0,55.0,7.6,8.72,1793391.0,1167.31
2016-12-05,배추,10200,7.9,13.8,2.5,0.1,2.2,68.0,4.6,5.82,1793391.0,1168.11
2016-12-06,배추,10000,1.8,6.7,-2.9,0.0,2.5,45.0,8.9,10.48,1793391.0,1171.5
2016-12-07,배추,9400,1.6,7.6,-4.2,0.1,1.4,67.0,3.9,5.44,1793391.0,1161.67
2016-12-08,배추,9400,3.6,9.7,-2.5,1.3,1.3,72.0,6.0,7.91,1793391.0,1162.49
2016-12-09,배추,8800,4.6,8.9,-0.5,1.3,2.6,61.0,7.5,8.33,1793391.0,1171.88
2016-12-12,배추,9200,3.9,10.1,-2.8,0.2,1.0,59.0,3.0,5.76,1793391.0,1164.37
2016-12-13,배추,9000,5.4,9.9,1.4,0.3,1.7,70.0,2.7,5.21,1793391.0,1164.65
2016-12-14,배추,8800,1.6,4.7,-1.0,2.5,2.4,71.0,1.5,3.8,1793391.0,1165.13
2016-12-15,배추,8800,-0.8,2.7,-4.2,0.1,3.1,54.0,7.5,8.85,1793391.0,1185.35
2016-12-16,배추,9600,-1.8,2.9,-6.9,0.0,2.6,48.0,8.7,10.25,1793391.0,1183.72
2016-12-19,배추,9200,7.2,10.5,3.4,4.9,1.0,86.0,1.2,3.7,1793391.0,1187.71
2016-12-20,배추,9000,7.3,13.0,3.3,0.0,1.2,85.0,6.6,7.65,1793391.0,1192.13
2016-12-21,배추,9500,8.7,13.7,3.0,24.2,1.8,88.0,2.1,4.38,1793391.0,1193.91
2016-12-22,배추,9300,8.4,15.3,4.4,14.4,3.7,82.0,0.2,1.35,1793391.0,1204.65
2016-12-23,배추,9000,1.7,4.7,-0.3,0.6,3.7,68.0,3.0,4.15,1793391.0,1201.51
2016-12-26,배추,9200,4.6,6.2,2.9,10.3,1.4,87.0,0.0,1.4,1793391.0,
2016-12-27,배추,9200,1.2,4.5,-3.2,2.1,3.4,64.0,5.3,7.11,1793391.0,1207.68
2016-12-28,배추,9200,-1.4,4.8,-6.5,0.0,1.6,58.0,8.8,10.24,1793391.0,1212.22
2016-12-29,배추,9200,-1.3,2.1,-4.5,0.2,2.7,53.0,7.8,9.43,1793391.0,1207.05
2016-12-30,배추,9000,-1.4,4.6,-7.0,0.0,1.7,56.0,8.2,9.8,1793391.0,1203.73
2017-01-02,배추,9600,5.5,11.3,0.4,0.0,1.6,76.0,5.2,6.4,2395686.0,
2017-01-03,배추,10000,3.6,9.8,-0.9,0.0,1.7,64.0,8.2,9.23,2395686.0,1207.23
2017-01-04,배추,10400,3.8,10.6,-1.3,0.0,1.3,68.0,7.2,8.09,2395686.0,1198.07
2017-01-05,배추,9800,4.3,8.5,-0.7,2.0,1.8,72.0,0.2,3.89,2395686.0,1182.46
2017-01-06,배추,9400,5.2,10.5,0.8,0.1,1.5,71.0,5.8,7.87,2395686.0,1198.85
2017-01-09,배추,9400,4.4,8.1,-0.5,0.1,3.1,60.0,6.8,8.17,2395686.0,1200.51
2017-01-10,배추,9400,0.4,4.7,-2.9,0.0,3.0,52.0,7.5,8.84,2395686.0,1196.96
2017-01-11,배추,10000,-1.7,2.8,-6.2,0.0,2.6,46.0,8.2,9.9,2395686.0,1197.59
2017-01-12,배추,10000,0.7,5.6,-3.7,0.2,2.7,57.0,5.9,7.71,2395686.0,1170.93
2017-01-13,배추,10000,-2.2,2.8,-5.9,0.3,2.9,53.0,5.8,7.25,2395686.0,1177.81
2017-01-16,배추,10400,-3.0,4.4,-8.8,0.0,1.6,51.0,8.9,11.08,2395686.0,
2017-01-17,배추,10200,-1.7,5.8,-7.8,0.0,1.0,55.0,6.9,8.39,2395686.0,1161.61
2017-01-18,배추,10000,0.5,5.9,-4.5,0.0,1.5,60.0,4.5,6.81,2395686.0,1170.73
2017-01-19,배추,9800,0.1,6.8,-5.0,0.0,1.3,65.0,7.4,8.83,2395686.0,1177.03
2017-01-20,배추,9800,-1.7,1.4,-5.4,3.3,3.4,69.0,3.9,5.52,2395686.0,
2017-01-23,배추,10800,-5.9,-1.1,-9.9,0.1,2.6,56.0,8.4,10.76,2395686.0,1165.82
2017-01-24,배추,10800,-4.7,1.5,-10.1,0.0,2.0,55.0,9.1,12.03,2395686.0,1165.25
2017-01-25,배추,10800,-3.7,3.3,-9.7,0.0,1.7,55.0,9.2,12.1,2395686.0,1164.13
2017-01-26,배추,10800,-0.9,6.8,-9.1,0.1,1.7,55.0,7.6,10.32,2395686.0,1169.61
2017-01-31,배추,10800,-2.9,3.7,-8.7,0.0,1.7,55.0,8.3,11.26,2395686.0,1151.45
2017-02-01,배추,10200,-1.2,4.2,-5.4,0.0,2.8,46.0,8.0,11.66,2395686.0,1154.45
2017-02-02,배추,10400,-0.9,6.1,-7.5,0.0,2.5,45.0,9.7,13.66,2395686.0,1139.9
2017-02-03,배추,10200,1.8,8.6,-3.8,0.0,1.7,58.0,8.2,11.49,2395686.0,1134.65
2017-02-06,배추,10200,0.8,4.7,-2.6,0.0,3.3,51.0,9.4,12.89,2395686.0,1134.87
2017-02-07,배추,10200,0.1,6.3,-4.7,0.0,1.4,55.0,5.5,9.84,2395686.0,1142.89
2017-02-08,배추,10200,0.8,5.3,-3.6,0.0,1.8,56.0,1.9,6.86,2395686.0,1143.25
2017-02-09,배추,10200,-2.1,1.2,-5.0,0.1,4.0,50.0,7.2,11.25,2395686.0,1149.88
2017-02-10,배추,10200,-4.1,-0.5,-6.8,0.6,3.8,50.0,8.4,12.45,2395686.0,1146.78
2017-02-13,배추,10200,1.0,7.3,-5.9,0.3,1.6,61.0,8.3,11.87,2395686.0,1150.16
2017-02-14,배추,9600,1.5,7.6,-3.4,0.0,1.8,58.0,9.5,13.97,2395686.0,1139.33
2017-02-15,배추,9600,2.4,11.0,-5.3,0.0,1.4,52.0,9.6,13.41,2395686.0,1136.46
2017-02-16,배추,9600,7.1,14.5,-2.8,1.4,2.1,61.0,6.9,10.61,2395686.0,1140.57
2017-02-17,배추,9000,5.6,12.0,-1.0,1.7,3.4,58.0,7.6,12.14,2395686.0,1150.73
2017-02-20,배추,10300,2.9,9.6,-3.0,5.4,3.8,59.0,7.8,13.62,2395686.0,
2017-02-21,배추,10600,0.8,7.9,-6.2,0.0,1.6,53.0,9.8,15.04,2395686.0,1143.63
2017-02-22,배추,10200,3.6,5.9,0.3,16.1,1.8,83.0,0.0,2.0,2395686.0,1142.15
2017-02-23,배추,10200,1.4,5.0,-2.0,0.0,3.8,57.0,7.4,12.98,2395686.0,1129.84
2017-02-24,배추,10200,0.6,6.1,-4.7,0.0,2.6,49.0,9.9,16.27,2395686.0,1130.41
2017-02-27,배추,10000,3.6,11.1,-2.5,0.1,1.4,61.0,8.7,15.05,2395686.0,1130.14
2017-02-28,배추,10000,4.8,13.0,-2.5,0.0,1.4,54.0,10.2,16.03,2395686.0,1129.17
2017-03-02,배추,10000,3.2,6.9,-0.7,2.0,3.2,68.0,5.8,11.57,2395686.0,1146.9
2017-03-03,배추,9600,3.9,11.7,-3.2,0.0,1.7,54.0,10.3,16.67,2395686.0,1156.77
2017-03-06,배추,9600,2.9,7.0,-1.1,0.3,3.7,42.0,10.2,17.81,2395686.0,1154.36
2017-03-07,배추,9600,0.1,4.4,-3.2,0.5,3.2,47.0,9.4,16.88,2395686.0,1149.87
2017-03-08,배추,9600,1.4,6.3,-3.8,0.0,3.1,52.0,8.4,14.94,2395686.0,1154.69
2017-03-09,배추,9600,5.0,11.3,-1.6,0.0,3.3,47.0,10.3,17.06,2395686.0,1158.12
2017-03-10,배추,9600,5.4,12.7,-1.3,0.0,2.1,44.0,10.9,18.6,2395686.0,1150.37
2017-03-13,배추,9300,7.9,13.7,2.7,0.0,2.2,52.0,8.6,16.66,2395686.0,1150.37
2017-03-14,배추,9300,5.5,11.4,0.6,0.6,2.5,55.0,8.4,16.07,2395686.0,1148.54
2017-03-15,배추,9300,4.8,12.2,-1.8,0.0,1.7,52.0,10.4,18.65,2395686.0,1144.16
2017-03-16,배추,9500,5.6,13.1,-1.4,0.0,1.6,55.0,9.3,16.77,2395686.0,1148.54
2017-03-17,배추,9500,6.9,15.5,-1.2,0.0,1.5,47.0,10.8,18.51,2395686.0,1128.67
2017-03-20,배추,9500,8.3,13.6,2.1,2.8,1.4,64.0,1.5,6.68,2395686.0,1112.29
2017-03-21,배추,9500,7.1,12.5,2.4,1.5,2.7,62.0,7.7,15.63,2395686.0,1118.23
2017-03-22,배추,9300,6.9,14.0,-0.6,0.0,1.6,52.0,8.1,17.11,2395686.0,1117.91
2017-03-23,배추,8900,8.7,15.1,3.8,0.1,1.8,48.0,6.4,14.36,2395686.0,1117.91
2017-03-24,배추,9300,7.8,13.3,2.3,0.0,1.6,57.0,4.6,13.36,2395686.0,1116.69
2017-03-27,배추,9900,6.0,10.8,2.4,1.3,2.3,73.0,5.0,11.54,2395686.0,1108.3
2017-03-28,배추,9500,7.3,13.6,0.7,0.7,1.6,63.0,7.2,14.95,2395686.0,1111.51
2017-03-29,배추,9300,8.5,14.0,4.0,1.1,1.7,69.0,6.6,15.33,2395686.0,1112.28
2017-03-30,배추,9300,10.5,18.4,2.8,0.0,1.8,58.0,10.0,19.3,2395686.0,1114.11
2017-03-31,배추,9300,8.7,12.1,6.2,3.8,1.7,77.0,1.3,7.4,2395686.0,1117.48
2017-04-03,배추,9300,11.5,20.2,2.9,0.0,2.2,45.0,11.3,21.64,2395686.0,1117.65
2017-04-04,배추,9300,13.4,21.9,4.1,0.0,1.7,44.0,10.8,19.76,2395686.0,1122.61
2017-04-05,배추,9100,13.3,16.2,10.2,17.7,2.2,73.0,0.1,3.56,2395686.0,1126.58
2017-04-06,배추,8700,13.6,17.1,10.5,9.8,2.2,88.0,1.9,6.9,2395686.0,1131.21
2017-04-07,배추,8500,14.2,21.9,8.5,0.0,1.7,73.0,9.7,20.03,2395686.0,1133.89
2017-04-10,배추,8000,13.4,19.5,8.3,0.1,2.8,46.0,9.2,21.01,2395686.0,1141.24
2017-04-11,배추,8400,12.2,18.2,8.4,10.8,2.5,66.0,7.3,17.1,2395686.0,1147.77
2017-04-12,배추,7500,12.3,17.7,7.2,0.0,3.1,31.0,10.9,22.14,2395686.0,1138.83
2017-04-13,배추,7400,13.1,20.3,4.6,0.0,2.4,46.0,11.2,20.81,2395686.0,1133.32
2017-04-14,배추,7400,14.7,20.5,8.5,0.9,3.3,54.0,6.3,13.78,2395686.0,1136.67
2017-04-17,배추,7200,13.6,17.2,10.8,15.3,1.8,83.0,0.6,3.07,2395686.0,1134.25
2017-04-18,배추,7200,13.3,20.1,8.6,3.1,2.7,74.0,6.3,13.19,2395686.0,1143.89
2017-04-19,배추,7400,13.3,19.4,7.4,0.0,2.9,46.0,11.9,23.86,2395686.0,1142.37
2017-04-20,배추,7400,12.4,17.6,8.9,0.9,1.4,59.0,2.1,9.36,2395686.0,1136.29
2017-04-21,배추,7400,13.0,19.9,7.1,0.0,1.8,64.0,8.9,19.87,2395686.0,1134.22
2017-04-24,배추,7400,15.0,22.5,6.4,0.0,2.1,51.0,11.7,24.1,2395686.0,1132.19
2017-04-25,배추,7100,16.9,22.4,11.0,0.8,2.0,63.0,5.4,16.0,2395686.0,1126.54
2017-04-26,배추,7000,14.9,20.1,10.1,1.2,2.2,55.0,7.9,20.03,2395686.0,1133.17
2017-04-27,배추,7000,13.0,19.3,6.4,0.0,2.6,44.0,10.8,23.48,2395686.0,1133.83
2017-04-28,배추,6800,15.1,23.3,6.2,0.0,2.8,48.0,10.5,23.22,2395686.0,1136.99
2017-05-02,배추,5350,16.9,24.7,9.4,0.0,1.7,52.0,10.1,20.32,2395686.0,1129.16
2017-05-04,배추,5500,19.1,26.4,11.3,0.3,1.6,60.0,8.7,19.2,2395686.0,1134.2
2017-05-08,배추,5650,18.2,24.9,10.3,0.0,2.0,47.0,5.9,16.24,2395686.0,1132.91
2017-05-10,배추,5650,15.5,19.7,12.6,1.1,1.8,83.0,4.3,11.73,2395686.0,1132.13
2017-05-11,배추,4000,18.9,25.8,12.3,0.3,1.8,72.0,7.8,18.73,2395686.0,1127.51
2017-05-12,배추,4000,18.0,21.8,14.4,1.7,1.6,81.0,0.0,6.34,2395686.0,1121.68
2017-05-15,배추,3700,16.0,21.7,10.2,0.0,2.6,56.0,9.8,21.99,2395686.0,1115.01
2017-05-16,배추,3800,16.5,22.2,11.1,0.0,1.7,66.0,9.0,20.29,2395686.0,1115.0
2017-05-17,배추,3800,17.4,24.7,11.0,0.7,1.6,66.0,11.4,23.92,2395686.0,1118.67
2017-05-18,배추,3700,19.7,27.4,11.5,0.0,1.7,58.0,12.6,24.7,2395686.0,1129.17
2017-05-19,배추,3900,21.5,29.5,13.5,0.0,2.2,46.0,12.8,26.22,2395686.0,1116.71
2017-05-22,배추,4300,20.2,27.3,13.1,0.0,1.7,62.0,11.3,24.25,2395686.0,1114.71
2017-05-23,배추,4300,19.6,25.5,13.7,1.4,1.4,70.0,4.0,15.21,2395686.0,1125.02
2017-05-24,배추,4300,19.8,25.4,16.0,3.6,1.5,77.0,7.4,19.46,2395686.0,1122.83
2017-05-25,배추,4300,19.6,27.8,13.2,0.0,2.7,58.0,12.1,25.52,2395686.0,1119.71
2017-05-26,배추,4300,16.1,21.7,10.9,0.0,2.6,54.0,10.6,23.99,2395686.0,1118.67
2017-05-29,배추,3500,23.4,30.6,16.6,0.0,2.2,56.0,11.3,23.89,2395686.0,
2017-05-30,배추,3900,23.1,30.4,16.2,0.0,1.6,52.0,7.9,19.41,2395686.0,1122.87
2017-05-31,배추,3700,21.6,27.9,16.5,2.5,1.6,66.0,5.7,16.72,2395686.0,1119.58
2017-06-01,배추,3600,21.0,27.3,16.2,2.6,2.2,71.0,8.0,18.37,2395686.0,1120.85
2017-06-02,배추,3900,19.0,25.6,12.3,0.1,2.1,55.0,12.8,26.87,2395686.0,1117.49
2017-06-05,배추,4300,20.3,27.6,13.0,0.0,1.9,52.0,12.0,26.07,2395686.0,1118.44
2017-06-07,배추,5200,18.4,21.2,15.9,5.5,2.4,87.0,0.6,5.06,2395686.0,1124.16
2017-06-08,배추,5200,20.5,26.4,15.9,0.0,2.5,65.0,10.7,23.57,2395686.0,1122.73
2017-06-09,배추,5300,22.0,28.6,15.5,0.4,2.6,60.0,9.5,21.67,2395686.0,1123.51
2017-06-12,배추,4700,19.5,24.8,14.7,0.0,2.2,59.0,8.7,21.41,2395686.0,1130.55
2017-06-13,배추,4500,19.2,25.4,14.7,2.1,1.7,69.0,8.5,19.85,2395686.0,1127.79
2017-06-14,배추,4500,20.7,27.2,14.4,0.0,2.0,66.0,11.6,24.74,2395686.0,1116.45
2017-06-15,배추,4400,22.6,29.8,16.0,0.0,2.3,59.0,11.9,25.33,2395686.0,1129.91
2017-06-16,배추,4300,22.2,28.7,16.4,0.0,1.9,65.0,11.0,24.36,2395686.0,1133.2
2017-06-19,배추,4700,24.2,31.7,17.1,0.0,1.5,59.0,11.0,22.77,2395686.0,1134.69
2017-06-20,배추,4700,23.2,28.7,18.1,2.1,1.6,64.0,4.2,15.06,2395686.0,1141.33
2017-06-21,배추,4700,23.4,29.1,18.7,0.3,1.9,67.0,8.0,21.36,2395686.0,1143.01
2017-06-22,배추,5300,23.9,30.3,18.2,0.0,1.7,67.0,11.4,23.68,2395686.0,1143.01
2017-06-23,배추,5800,24.7,31.5,18.6,0.0,1.5,64.0,10.4,23.42,2395686.0,1132.99
2017-06-26,배추,5500,22.2,26.8,19.6,12.4,1.7,83.0,2.0,12.04,2395686.0,1132.48
2017-06-27,배추,5600,23.1,28.1,19.7,3.0,1.6,78.0,5.7,17.51,2395686.0,1137.77
2017-06-28,배추,5600,24.2,29.9,19.8,1.5,1.5,75.0,7.9,20.37,2395686.0,1141.91
2017-06-29,배추,5600,23.9,28.6,20.4,5.2,1.4,78.0,5.2,16.86,2395686.0,1144.07
2017-06-30,배추,5400,25.3,30.4,20.8,0.3,1.6,74.0,6.7,17.81,2395686.0,1143.75
2017-07-03,배추,6000,25.6,29.1,23.5,29.4,2.6,86.0,1.7,9.15,2395686.0,1149.26
2017-07-04,배추,6100,25.4,29.8,22.9,20.7,1.6,86.0,4.4,14.61,2395686.0,
2017-07-05,배추,6300,26.0,31.2,22.5,1.7,1.3,79.0,7.9,20.41,2395686.0,1153.06
2017-07-06,배추,5800,25.4,30.5,22.0,15.0,1.4,84.0,5.2,16.4,2395686.0,1156.55
2017-07-07,배추,5600,26.0,29.1,22.9,4.4,1.8,86.0,1.8,9.3,2395686.0,1153.85
2017-07-10,배추,6240,26.1,28.5,24.1,26.7,2.5,88.0,0.2,4.74,2395686.0,1149.35
2017-07-11,배추,6700,26.5,30.7,23.2,4.8,2.2,79.0,5.6,17.03,2395686.0,1149.83
2017-07-12,배추,7800,27.2,32.6,23.1,0.0,1.6,76.0,10.0,21.25,2395686.0,1138.32
2017-07-13,배추,7900,27.1,33.0,22.2,0.0,1.6,75.0,10.6,23.09,2395686.0,1137.22
2017-07-14,배추,7900,26.8,33.2,22.9,9.8,1.7,80.0,7.1,17.7,2395686.0,1127.79
2017-07-17,배추,8900,26.4,30.6,23.4,6.2,1.8,83.0,3.0,11.2,2395686.0,1127.74
