date,crop,price,temp,high_temp,low_temp,rain,wind,humidity,sunshine,sunlight,product,KRW/USD
2014-04-18,배추,3600,13.5,18.4,10.2,0.7,1.9,76.0,4.2,12.75,2538804.0,1037.35
2014-04-21,배추,3600,15.0,21.9,8.3,0.0,2.0,56.0,10.3,21.33,2538804.0,1038.56
2014-04-22,배추,3600,14.9,22.0,8.6,0.0,1.9,47.0,9.2,20.62,2538804.0,1037.45
2014-04-23,배추,3600,15.4,24.2,6.7,0.0,1.7,48.0,11.7,23.3,2538804.0,1039.35
2014-04-24,배추,3600,16.6,25.2,8.5,0.0,1.6,48.0,10.6,21.86,2538804.0,1039.5
2014-04-25,배추,3600,17.1,25.8,8.4,0.0,1.5,43.0,11.1,22.49,2538804.0,1040.95
2014-04-28,배추,3300,13.6,15.4,12.4,27.2,3.0,88.0,0.0,3.98,2538804.0,1034.9
2014-04-29,배추,3300,14.2,17.0,12.1,23.2,2.4,85.0,0.9,7.94,2538804.0,1029.83
2014-04-30,배추,3400,14.5,19.3,11.1,1.1,1.7,77.0,4.4,14.87,2538804.0,1032.85
2014-05-02,배추,3400,17.4,25.8,10.1,0.2,2.8,61.0,9.5,20.43,2538804.0,1029.55
2014-05-07,배추,3400,15.3,22.7,6.2,0.3,2.6,49.0,11.4,24.81,2538804.0,1022.46
2014-05-08,배추,3400,15.4,20.6,10.6,2.7,2.9,69.0,7.8,17.74,2538804.0,1022.6
2014-05-09,배추,3500,15.5,23.4,8.3,0.0,1.8,60.0,11.5,24.52,2538804.0,1024.23
2014-05-12,배추,3500,17.9,22.4,14.2,15.6,3.3,69.0,9.4,21.02,2538804.0,1024.29
