date,temp,high_temp,low_temp,rain,wind,humidity,sunshine,sunlight
2014-09-28,20.9,26.8,16.3,0.1,1.2,80,6.3,12.56
2014-09-27,20.2,26.3,15.1,0.1,1.4,79,8.4,14.05
2014-09-26,19.9,25.0,16.1,0.4,1.6,78,5.7,12.09
2014-09-25,20.2,26.2,16.0,0.3,1.4,80,7.2,14.6
2014-09-24,19.2,21.7,17.1,61.6,2.1,92,0.6,3.88
2014-09-23,20.6,26.5,15.1,8.2,1.9,73,6.1,13.15
2014-09-22,20.0,27.4,13.4,0.0,1.7,70,10.5,17.71
2014-09-21,19.2,26.1,13.6,0.1,1.4,70,8.0,14.87
2014-09-20,19.1,26.6,12.7,0.0,1.5,68,10.4,18.43
2014-09-19,18.6,25.1,13.5,0.0,1.5,70,7.3,15.38
2014-09-18,19.5,24.9,15.3,0.1,1.6,71,6.3,13.26
2014-09-17,20.0,24.3,17.1,2.4,1.3,75,1.7,8.64
2014-09-16,21.3,27.1,16.4,0.0,1.5,67,8.2,16.77
2014-09-15,21.7,27.6,17.7,0.1,1.3,73,4.8,13.32
2014-09-14,20.8,26.9,15.4,0.0,1.6,71,9.3,16.97
2014-09-13,21.5,27.3,16.8,0.2,1.9,71,10.3,18.27
2014-09-12,20.9,25.0,17.5,0.3,1.2,80,1.8,8.86
2014-09-11,21.5,28.2,15.8,0.0,1.4,73,10.0,18.66
2014-09-10,21.1,27.6,16.0,0.0,1.5,72,9.8,18.91
2014-09-09,22.2,28.2,17.5,0.0,1.5,74,6.7,14.94
2014-09-08,23.2,29.4,18.8,0.0,1.4,80,9.8,18.2
2014-09-07,22.9,29.4,17.7,0.0,1.3,80,8.4,17.87
2014-09-06,22.6,28.8,18.7,0.6,1.3,78,6.6,15.39
2014-09-05,23.0,29.7,17.7,0.0,1.4,76,10.2,19.59
2014-09-04,22.8,28.1,18.6,0.4,1.7,78,10.2,17.93
2014-09-03,21.5,24.4,19.0,31.7,2.0,92,0.1,3.28
2014-09-02,21.4,25.4,18.1,7.0,2.0,81,1.4,9.38
2014-09-01,22.2,28.3,16.8,0.1,1.6,74,10.2,19.93
2014-08-31,21.0,26.2,16.8,0.0,1.3,76,5.4,14.28
2014-08-30,21.9,27.5,17.3,0.0,1.6,75,10.1,18.87
2014-08-29,22.1,27.2,18.4,4.1,1.6,79,5.9,15.48
2014-08-28,22.1,26.6,18.8,1.2,1.5,79,6.3,16.5
2014-08-27,22.6,26.1,19.8,1.8,1.8,80,3.6,11.68
2014-08-26,24.2,28.6,21.3,5.6,1.8,82,4.5,13.75
2014-08-25,23.4,25.8,21.9,40.1,1.7,91,0.7,5.45
2014-08-24,24.2,28.4,21.1,5.7,1.2,83,3.5,12.28
2014-08-23,24.5,29.8,20.6,0.0,1.5,77,7.3,17.4
2014-08-22,24.4,29.5,20.4,0.9,1.8,78,9.5,19.13
2014-08-21,23.8,27.4,21.5,37.7,2.4,88,2.8,8.42
2014-08-20,23.4,26.3,21.5,13.3,0.9,91,0.7,8.24
2014-08-19,22.9,26.1,21.1,12.2,1.2,92,0.8,6.98
2014-08-18,21.6,23.9,19.8,56.9,1.9,94,0.2,5.4
2014-08-17,22.7,25.9,20.4,19.6,1.6,87,0.8,6.12
2014-08-16,24.3,29.4,20.7,0.2,1.4,81,7.4,17.88
2014-08-15,23.4,27.8,20.3,3.6,1.4,85,3.9,13.73
2014-08-14,21.0,22.8,19.5,18.2,1.4,92,0.0,4.34
2014-08-13,23.1,26.7,20.7,2.5,1.1,85,0.1,6.38
2014-08-12,24.7,30.4,19.9,0.0,1.7,74,10.5,21.72
2014-08-11,23.5,28.7,19.3,0.4,1.9,76,10.0,21.48
2014-08-10,23.4,28.0,20.6,21.6,2.3,82,2.4,9.75
2014-08-09,24.5,28.4,20.8,1.9,3.2,69,7.5,19.05
2014-08-08,23.6,27.4,20.4,3.9,2.6,78,5.2,14.75
2014-08-07,23.0,26.0,21.2,17.6,1.4,90,0.7,5.73
2014-08-06,26.0,29.9,22.9,5.8,1.6,84,3.6,10.04
2014-08-05,26.9,31.5,23.8,1.2,1.8,82,6.3,15.48
2014-08-04,24.9,27.0,23.7,9.1,1.9,92,0.6,6.15
2014-08-03,25.2,27.2,23.7,35.2,3.4,89,0.3,5.14
2014-08-02,27.0,30.6,24.0,46.0,3.8,76,2.5,11.03
2014-08-01,27.7,32.5,23.4,2.4,2.4,73,4.9,15.69
2014-07-31,27.7,34.2,23.8,5.5,1.7,76,9.2,19.5
2014-07-30,27.4,33.0,22.3,0.0,1.6,74,10.4,21.42
2014-07-29,24.5,29.4,20.6,2.7,1.6,79,6.3,18.08
2014-07-28,23.5,28.7,18.8,3.3,1.5,75,6.2,16.63
2014-07-27,23.8,29.8,19.1,0.2,1.6,72,10.5,22.55
2014-07-26,25.6,29.5,21.6,1.8,3.8,73,6.4,12.9
2014-07-25,27.9,32.6,24.2,8.8,3.1,78,7.3,17.23
2014-07-24,26.5,31.2,23.1,11.7,1.9,81,5.8,14.43
2014-07-23,26.1,29.7,23.2,10.7,2.2,80,4.1,10.29
2014-07-22,26.6,30.6,23.3,2.1,2.5,75,4.9,14.05
2014-07-21,26.7,31.7,22.4,0.0,1.8,77,8.9,20.68
2014-07-20,26.6,31.9,22.7,0.1,1.5,78,8.7,20.58
2014-07-19,25.9,31.0,22.5,9.2,1.7,81,5.5,16.65
2014-07-18,24.6,29.0,21.8,18.6,1.8,85,4.4,13.85
2014-07-17,24.3,27.6,21.7,7.7,1.7,84,2.4,10.62
2014-07-16,25.2,29.9,21.5,2.4,1.5,76,5.8,17.78
2014-07-15,24.4,28.5,21.3,2.0,1.4,79,2.5,12.19
2014-07-14,25.6,31.1,21.3,0.0,1.9,71,10.3,23.18
2014-07-13,24.0,28.4,20.9,8.0,1.7,79,5.3,16.14
2014-07-12,24.7,29.2,20.8,0.9,1.5,72,2.0,12.51
2014-07-11,26.5,32.4,21.5,0.0,2.3,60,10.1,23.68
2014-07-10,26.9,32.0,23.2,0.0,2.4,72,9.3,21.65
2014-07-09,26.1,30.4,23.4,7.2,2.3,85,2.8,11.95
2014-07-08,25.0,29.1,21.5,4.2,1.5,83,4.6,14.58
2014-07-07,23.3,28.0,19.0,0.9,1.6,81,6.4,17.93
2014-07-06,21.5,24.1,19.5,8.0,1.8,84,2.3,11.2
2014-07-05,23.1,27.3,19.5,0.8,1.5,78,2.3,14.69
2014-07-04,23.6,28.7,20.2,0.9,1.6,78,6.7,18.56
2014-07-03,21.3,23.5,19.5,25.8,1.8,90,0.2,4.99
2014-07-02,23.1,27.5,20.1,7.7,1.7,81,1.1,11.31
2014-07-01,24.6,31.1,19.5,1.5,1.6,73,9.1,22.24
2014-06-30,23.7,29.5,19.4,1.7,1.6,75,8.7,21.49
2014-06-29,23.4,28.4,18.9,0.0,1.8,71,7.8,18.46
2014-06-28,24.0,29.3,19.9,0.8,2.2,69,9.0,21.13
2014-06-27,24.0,29.9,18.8,0.0,1.7,70,10.1,23.2
2014-06-26,23.7,29.3,19.0,0.0,1.5,72,8.7,21.56
2014-06-25,22.8,28.4,18.0,0.0,1.5,75,7.4,20.22
2014-06-24,21.8,27.0,18.0,2.5,1.7,80,8.6,20.03
2014-06-23,21.1,26.0,18.3,12.4,1.6,83,4.6,15.6
2014-06-22,21.9,26.5,18.4,5.9,1.8,75,4.6,16.79
2014-06-21,21.3,24.3,19.2,2.3,2.1,79,0.6,9.72
2014-06-20,22.2,26.7,18.3,1.4,1.9,76,2.2,14.0
2014-06-19,22.6,27.9,18.0,0.3,1.8,74,6.1,16.7
2014-06-18,22.5,28.3,17.9,0.3,1.8,71,8.0,21.18
2014-06-17,22.0,26.1,19.2,1.9,1.7,74,2.1,12.05
2014-06-16,23.3,29.6,17.4,0.0,1.8,63,8.3,21.77
2014-06-15,22.6,28.7,17.0,0.0,2.1,65,11.3,24.21
2014-06-14,22.1,28.2,16.7,0.0,1.9,70,10.8,24.07
2014-06-13,20.3,25.4,16.3,1.0,1.9,78,6.7,16.93
2014-06-12,19.4,24.3,16.0,7.2,1.7,79,5.3,16.25
2014-06-11,20.4,25.2,17.6,4.8,2.0,78,5.5,17.26
2014-06-10,21.0,25.4,18.0,4.0,2.0,77,3.9,14.26
2014-06-09,20.9,25.4,17.9,0.9,1.8,77,4.0,15.77
2014-06-08,20.6,25.0,17.9,0.7,1.8,77,3.1,13.92
2014-06-07,21.0,26.6,15.8,0.2,1.8,72,6.6,18.33
2014-06-06,21.4,27.4,16.5,0.0,1.7,67,9.6,23.07
2014-06-05,20.7,23.8,18.2,1.2,2.2,72,1.7,10.88
2014-06-04,21.1,25.3,18.3,3.1,2.8,72,3.8,15.71
2014-06-03,19.1,21.3,17.2,19.8,2.4,86,0.2,5.24
2014-06-02,20.9,24.2,18.0,5.9,2.4,72,0.3,5.78
2014-06-01,23.9,29.9,18.3,0.0,1.4,60,3.3,14.91
2014-05-31,24.3,32.4,16.3,0.0,1.7,55,11.9,25.07
2014-05-30,23.6,32.1,15.2,0.0,1.7,51,12.3,26.1
2014-05-29,22.8,31.1,15.5,0.0,1.8,60,11.3,25.36
2014-05-28,21.6,28.4,16.0,1.2,2.3,65,8.8,20.42
2014-05-27,22.0,29.5,13.5,0.0,2.8,48,11.0,24.72
2014-05-26,20.5,26.0,15.3,2.3,2.9,59,9.2,22.44
2014-05-25,20.5,25.0,17.6,7.7,2.5,74,1.7,10.71
2014-05-24,21.8,28.6,15.4,0.0,1.9,68,6.8,18.56
2014-05-23,19.2,24.1,15.4,0.0,1.9,74,5.9,17.72
2014-05-22,19.5,27.0,12.7,0.0,1.9,67,10.0,24.44
2014-05-21,18.4,24.7,13.2,0.0,2.3,69,10.0,22.09
2014-05-20,18.4,23.0,14.8,4.5,1.4,70,2.8,11.85
2014-05-19,19.4,26.8,11.8,0.0,1.6,58,9.3,22.97
2014-05-18,18.6,25.8,11.6,0.0,1.6,60,11.2,24.17
2014-05-17,18.7,25.9,12.1,0.0,1.7,56,12.0,23.6
2014-05-16,19.0,26.1,11.7,0.0,2.3,49,11.7,24.79
2014-05-15,18.6,24.5,14.0,0.0,3.0,56,9.7,23.3
2014-05-14,18.5,23.6,14.4,1.6,1.9,64,5.5,17.18
2014-05-13,20.1,27.4,12.0,0.0,2.6,59,11.6,24.73
2014-05-12,17.9,22.4,14.2,15.6,3.3,69,9.4,21.02
2014-05-11,17.3,23.2,11.1,18.5,3.2,61,4.5,14.0
2014-05-10,17.2,24.7,9.2,0.0,2.2,49,12.2,25.79
2014-05-09,15.5,23.4,8.3,0.0,1.8,60,11.5,24.52
2014-05-08,15.4,20.6,10.6,2.7,2.9,69,7.8,17.74
2014-05-07,15.3,22.7,6.2,0.3,2.6,49,11.4,24.81
2014-05-06,12.7,19.8,5.6,0.0,2.2,47,12.4,26.43
2014-05-05,11.6,17.2,6.3,0.1,3.3,47,12.0,25.97
2014-05-04,13.3,20.5,7.6,1.2,2.4,58,4.1,15.6
2014-05-03,14.4,20.9,9.0,0.0,3.3,48,12.3,26.94
2014-05-02,17.4,25.8,10.1,0.2,2.8,61,9.5,20.43
2014-05-01,16.3,23.0,10.0,0.0,2.0,66,11.7,23.98
2014-04-30,14.5,19.3,11.1,1.1,1.7,77,4.4,14.87
2014-04-29,14.2,17.0,12.1,23.2,2.4,85,0.9,7.94
2014-04-28,13.6,15.4,12.4,27.2,3.0,88,0.0,3.98
2014-04-27,15.6,18.8,13.3,12.1,1.8,78,0.3,6.46
2014-04-26,17.1,23.7,9.8,0.0,1.6,50,4.7,14.79
2014-04-25,17.1,25.8,8.4,0.0,1.5,43,11.1,22.49
2014-04-24,16.6,25.2,8.5,0.0,1.6,48,10.6,21.86
2014-04-23,15.4,24.2,6.7,0.0,1.7,48,11.7,23.3
2014-04-22,14.9,22.0,8.6,0.0,1.9,47,9.2,20.62
2014-04-21,15.0,21.9,8.3,0.0,2.0,56,10.3,21.33
2014-04-20,13.6,19.9,8.5,0.0,2.2,56,9.7,22.52
2014-04-19,12.5,16.3,9.1,0.0,2.7,61,2.0,10.71
2014-04-18,13.5,18.4,10.2,0.7,1.9,76,4.2,12.75
2014-04-17,13.4,20.5,7.7,12.5,1.8,68,3.8,10.82
2014-04-16,16.3,23.0,11.0,0.0,2.0,60,5.7,15.3
2014-04-15,16.0,23.6,7.5,0.0,2.4,57,8.9,18.87
2014-04-14,13.7,22.5,5.0,0.0,1.9,53,11.1,21.82
2014-04-13,13.5,19.3,8.5,2.4,1.8,68,4.5,13.68
2014-04-12,13.4,18.1,9.4,0.1,1.4,66,1.6,8.96
2014-04-11,12.3,17.8,7.8,0.1,1.7,62,4.8,13.92
2014-04-10,12.8,20.7,7.0,0.0,2.3,61,8.2,17.82
2014-04-09,12.9,20.9,4.9,0.0,1.8,59,9.8,19.62
2014-04-08,12.2,20.7,3.9,0.0,1.8,47,11.4,22.24
2014-04-07,11.6,19.2,3.9,0.0,2.8,47,9.6,19.56
2014-04-06,8.0,13.9,2.5,0.0,3.3,44,11.5,23.51
2014-04-05,6.2,12.3,1.2,0.6,2.6,59,7.9,17.2
2014-04-04,7.0,11.9,2.8,0.8,3.0,54,9.3,19.34
2014-04-03,10.7,18.1,5.0,4.9,2.4,62,3.8,10.47
2014-04-02,14.3,22.6,6.3,0.0,1.6,48,10.5,19.65
2014-04-01,13.2,21.8,5.3,0.0,1.5,56,10.6,19.91
2014-03-31,12.0,19.8,5.5,0.0,1.4,66,7.5,16.36
2014-03-30,12.7,18.0,8.2,3.8,2.6,73,7.3,15.32
2014-03-29,14.2,17.2,11.7,10.7,1.9,82,0.6,3.9
2014-03-28,15.7,24.1,7.6,0.0,1.9,59,8.1,17.7
2014-03-27,12.7,20.6,6.4,0.0,1.6,71,8.8,16.91
2014-03-26,13.8,19.0,9.5,8.9,1.6,80,3.7,9.54
2014-03-25,14.2,18.1,11.2,9.3,1.8,72,2.3,7.22
2014-03-24,11.2,18.1,2.2,0.0,2.3,50,8.8,16.67
2014-03-23,10.2,18.3,2.4,0.0,2.0,52,10.4,17.69
2014-03-22,7.6,15.6,-1.0,0.0,1.9,58,10.9,18.49
2014-03-21,5.0,10.4,0.5,0.0,2.6,59,9.9,17.96
2014-03-20,6.4,10.7,3.0,2.7,3.0,69,4.6,11.32
2014-03-19,9.0,12.6,5.8,0.1,2.0,64,1.0,7.53
2014-03-18,12.6,18.3,7.4,0.5,3.1,67,7.0,13.78
2014-03-17,12.4,20.1,3.8,1.3,2.5,71,7.4,15.17
2014-03-16,10.6,18.0,4.2,0.0,2.2,62,9.3,16.24
2014-03-15,6.9,14.1,-1.4,0.0,2.6,59,9.9,16.69
2014-03-14,3.3,8.4,-0.9,0.3,2.1,66,8.4,14.6
2014-03-13,4.2,7.6,1.4,8.8,3.0,80,0.4,4.47
2014-03-12,5.8,9.3,0.5,23.0,1.5,79,0.7,3.06
2014-03-11,5.0,13.6,-3.6,0.0,2.0,48,8.5,15.59
2014-03-10,2.0,8.8,-4.4,0.0,2.3,45,10.9,18.63
2014-03-09,2.5,7.2,-1.5,1.3,3.0,52,7.3,12.78
2014-03-08,2.4,8.2,-3.2,0.0,2.1,46,7.8,13.68
2014-03-07,1.3,6.3,-3.8,0.0,3.0,35,10.5,18.09
2014-03-06,1.4,6.5,-4.1,0.0,2.7,39,9.5,15.19
2014-03-05,3.1,8.0,-0.7,0.7,3.7,45,8.6,16.41
2014-03-04,5.1,11.4,-1.1,0.2,1.5,57,4.0,10.48
2014-03-03,4.3,11.6,-2.4,0.0,1.6,52,10.1,16.57
2014-03-02,5.0,10.5,0.4,0.6,2.5,59,7.7,15.01
2014-03-01,6.6,9.8,4.0,2.1,1.5,76,0.6,5.53
2014-02-28,7.1,11.8,3.1,0.1,1.9,68,2.4,9.23
2014-02-27,8.6,15.5,3.4,0.2,1.9,68,7.2,12.62
2014-02-26,6.2,11.5,1.2,4.1,1.4,72,2.9,7.22
2014-02-25,5.6,13.6,-1.3,0.0,1.3,61,7.6,12.42
2014-02-24,4.2,12.0,-2.5,0.0,1.3,61,7.8,12.15
2014-02-23,2.9,10.4,-3.3,0.0,1.3,62,7.9,12.21
2014-02-22,1.8,9.2,-4.5,0.0,1.4,61,8.6,13.24
2014-02-21,1.1,7.9,-4.4,0.0,1.7,57,9.2,14.67
2014-02-20,1.5,7.5,-3.8,0.0,1.8,64,7.6,12.15
2014-02-19,1.6,6.7,-2.8,0.1,1.8,60,6.1,10.67
2014-02-18,2.4,5.6,-0.7,0.5,2.8,61,2.3,7.97
2014-02-17,4.1,8.3,0.7,2.5,2.0,66,1.4,6.31
2014-02-16,2.7,10.1,-3.9,0.0,1.2,62,5.6,9.83
2014-02-15,1.7,8.9,-4.1,0.0,1.6,62,9.7,14.2
2014-02-14,1.9,6.0,-1.6,0.2,2.3,63,4.7,8.59
2014-02-13,1.6,6.0,-2.7,2.1,2.0,68,3.6,8.61
2014-02-12,0.9,6.5,-3.3,0.4,1.7,65,5.9,10.64
2014-02-11,0.1,5.3,-4.2,0.6,2.1,63,7.4,12.62
2014-02-10,0.1,3.4,-2.6,2.2,2.4,72,2.9,7.87
2014-02-09,0.4,3.3,-1.3,3.2,2.5,76,2.3,6.03
2014-02-08,2.2,4.6,0.4,3.2,2.3,81,0.4,4.36
2014-02-07,2.6,6.7,-1.8,2.8,2.6,66,1.7,6.09
2014-02-06,-0.5,4.5,-4.8,0.3,1.7,52,3.8,8.39
2014-02-05,-3.8,1.4,-8.1,0.0,1.7,40,5.6,10.04
2014-02-04,-4.9,-0.7,-8.1,0.0,3.7,35,9.6,13.4
2014-02-03,1.8,7.3,-4.5,0.0,3.6,50,4.8,8.32
2014-02-02,8.9,14.2,5.1,0.4,1.9,84,3.6,4.56
2014-02-01,7.5,13.4,1.0,6.0,1.7,69,2.5,4.5
2014-01-31,3.1,10.8,-3.1,0.0,1.4,51,9.2,10.95
2014-01-30,6.1,10.2,1.7,1.1,2.3,73,2.4,3.54
2014-01-29,3.0,11.5,-6.4,0.7,1.4,51,7.7,11.52
2014-01-28,3.0,9.3,-3.1,0.1,2.2,57,7.5,9.73
2014-01-27,0.7,8.9,-7.0,0.0,1.7,56,9.2,11.26
2014-01-26,0.4,5.6,-4.1,0.2,2.5,56,8.3,11.55
2014-01-25,6.2,10.6,1.4,1.9,2.1,79,0.4,2.09
2014-01-24,4.0,10.7,-3.5,0.0,1.9,66,4.3,6.54
2014-01-23,-1.0,7.1,-7.5,0.0,1.3,62,8.8,11.15
2014-01-22,-2.7,3.4,-8.0,0.0,2.0,60,8.8,10.59
2014-01-21,-2.9,-0.1,-5.5,1.4,3.0,66,3.9,6.15
2014-01-20,1.0,5.5,-2.2,1.5,2.4,69,2.6,4.73
2014-01-19,-1.7,4.6,-8.3,0.0,1.4,49,7.9,10.15
2014-01-18,-0.6,3.9,-4.6,0.0,2.9,53,6.8,8.32
2014-01-17,-0.1,5.9,-5.0,0.0,1.2,64,6.5,7.5
2014-01-16,-0.9,5.2,-6.6,0.0,1.5,62,5.8,7.25
2014-01-15,-2.3,4.3,-8.1,0.0,1.8,50,8.9,10.64
2014-01-14,-3.4,3.4,-9.3,0.0,1.8,43,9.0,10.55
2014-01-13,-3.9,1.5,-8.4,0.0,2.3,38,9.0,11.42
2014-01-12,-0.4,5.3,-5.1,0.0,2.3,56,4.8,6.85
2014-01-11,-0.8,4.4,-5.5,0.0,1.6,58,6.7,8.41
2014-01-10,-3.7,2.0,-9.6,0.0,1.8,56,7.0,8.05
2014-01-09,-4.4,-0.6,-8.1,0.0,3.6,34,8.9,10.64
2014-01-08,2.1,5.3,-1.4,1.8,2.4,65,1.3,3.45
2014-01-07,1.9,7.8,-4.3,0.0,1.1,60,3.4,5.89
2014-01-06,0.2,7.6,-5.1,0.0,1.1,59,8.4,8.88
2014-01-05,0.7,6.6,-3.7,0.1,1.6,62,7.1,8.51
2014-01-04,1.5,6.9,-2.8,1.2,1.7,63,6.8,8.83
2014-01-03,2.6,10.1,-3.2,0.0,1.2,54,4.9,6.45
2014-01-02,2.6,9.1,-2.2,0.0,1.6,49,8.4,9.32
2014-01-01,4.8,9.2,-0.3,0.0,3.0,51,7.7,8.49
