iter	Passed	Remaining
687	486852	27818523
688	487550	27817246
689	488247	27815951
690	488937	27814240
691	489644	27813532
692	490359	27813192
693	491079	27813228
694	491785	27812399
695	492504	27812373
696	493228	27812580
697	493953	27812825
698	494650	27811547
699	495350	27810386
700	496049	27809219
701	496753	27808261
702	497457	27807364
703	498163	27806563
704	498861	27805358
705	499564	27804369
706	500267	27803398
707	500968	27802320
708	501668	27801193
709	502373	27800331
710	503082	27799754
711	503798	27799467
712	504521	27799640
713	505245	27799843
714	505955	27799263
715	506673	27799132
716	507399	27799427
717	508099	27798278
718	508793	27796826
719	509491	27795611
720	510188	27794310
721	510901	27793878
722	511597	27792530
723	512291	27791108
724	513002	27790580
725	513691	27788847
726	514394	27787906
727	515095	27786842
728	515837	27788026
729	516614	27791055
730	517320	27790233
731	518025	27789357
732	518735	27788799
733	519431	27787444
734	520144	27787053
735	520844	27785900
736	521548	27785001
737	522248	27783914
738	522961	27783464
739	523661	27782390
740	524380	27782284
741	525117	27783122
742	525821	27782179
743	526532	27781647
744	527270	27782573
745	527968	27781356
746	528673	27780502
747	529377	27779570
748	530081	27778661
749	530790	27778045
750	531497	27777275
751	532229	27777824
752	532938	27777209
753	533641	27776273
754	534341	27775126
755	535045	27774246
756	535748	27773263
757	536448	27772173
758	537156	27771496
759	537881	27771669
760	538606	27771836
761	539334	27772206
762	540036	27771161
763	540731	27769842
764	541424	27768347
765	542119	27767006
766	542824	27766131
767	543517	27764698
768	544217	27763586
769	544919	27762594
770	545623	27761699
771	546330	27760938
772	547027	27759704
773	547730	27758754
774	548428	27757567
775	549185	27759358
776	549887	27758359
777	550585	27757172
778	551284	27756017
779	551981	27754763
780	552685	27753856
781	553391	27753064
782	554099	27752404
783	554802	27751455
784	555502	27750375
785	556213	27749795
786	556965	27751305
787	557703	27752136
788	558415	27751618
789	559118	27750666
790	559830	27750200
791	560602	27752634
792	561299	27751400
793	562009	27750795
794	562739	27751219
795	563432	27749757
796	564131	27748595
797	564829	27747407
798	565524	27746077
799	566231	27745358
800	566931	27744252
801	567630	27743134
802	568332	27742152
803	569029	27740901
804	569726	27739640
805	570430	27738795
806	571140	27738197
807	571849	27737519
808	572544	27736218
809	573250	27735411
810	573948	27734246
811	574652	27733346
812	575387	27733955
813	576108	27733883
814	576815	27733130
815	577528	27732675
816	578226	27731496
817	578934	27730830
818	579668	27731367
819	580390	27731318
820	581122	27731779
821	581829	27731057
822	582666	27736476
823	583369	27735526
824	584069	27734451
825	584773	27733570
826	585468	27732234
827	586178	27731631
828	586903	27731721
829	587629	27731857
830	588342	27731380
831	589082	27732200
832	589786	27731310
833	590486	27730201
834	591185	27729067
835	591884	27727941
836	592591	27727172
837	593322	27727577
838	594031	27726897
839	594731	27725808
840	595432	27724761
841	596142	27724153
842	596842	27723069
843	597536	27721745
844	598236	27720633
845	598935	27719542
846	599635	27718467
847	600334	27717328
848	601036	27716355
849	601742	27715535
850	602446	27714681
851	603149	27713715
852	603855	27712950
853	604605	27714135
854	605321	27713795
855	606027	27713031
856	606729	27712049
857	607430	27711012
858	608128	27709866
859	608879	27711099
860	609580	27710068
861	610276	27708828
862	610972	27707564
863	611672	27706493
864	612380	27705773
865	613084	27704889
866	613805	27704766
867	614511	27703977
868	615229	27703744
869	616025	27706976
870	616739	27706532
871	617443	27705665
872	618147	27704748
873	618848	27703731
874	619557	27703056
875	620287	27703329
876	620992	27702512
877	621695	27701542
878	622394	27700436
879	623109	27700062
880	623813	27699155
881	624513	27698090
882	625213	27697012
883	625917	27696129
884	626635	27695886
885	627412	27698211
886	628108	27696973
887	628819	27696400
888	629516	27695188
889	630221	27694340
890	630941	27694140
891	631651	27693531
892	632375	27693507
893	633103	27693696
894	633809	27692875
895	634504	27691581
896	635200	27690332
897	635899	27689247
898	636601	27688267
899	637326	27688290
900	638070	27689142
901	638844	27691280
902	639543	27690170
903	640242	27689060
904	640943	27688072
905	641649	27687261
906	642354	27686418
907	643070	27686018
908	643770	27684945
909	644487	27684639
910	645213	27684701
911	645916	27683756
912	646605	27682204
913	647303	27681065
914	648004	27680063
915	648718	27679584
916	649486	27681437
917	650192	27680649
918	650893	27679634
919	651592	27678501
920	652294	27677550
921	652995	27676519
922	653696	27675503
923	654389	27674146
924	655087	27673039
925	655787	27671983
926	656484	27670798
927	657195	27670191
928	657927	27670491
929	658637	27669854
930	659340	27668932
931	660066	27668962
932	660775	27668297
933	661473	27667169
934	662168	27665908
935	662869	27664896
936	663573	27663990
937	664269	27662774
938	664974	27661957
939	665686	27661393
940	666387	27660396
941	667091	27659506
942	667804	27659003
943	668523	27658731
944	669232	27658084
945	669935	27657135
946	670641	27656369
947	671375	27656717
948	672093	27656383
949	672822	27656542
950	673524	27655592
951	674228	27654689
952	674934	27653888
953	675637	27652959
954	676341	27652090
955	677038	27650933
956	677746	27650221
957	678454	27649488
958	679165	27648889
959	679900	27649276
960	680607	27648526
961	681308	27647530
962	682014	27646732
963	682746	27646964
964	683452	27646164
965	684151	27645100
966	684857	27644307
967	685563	27643502
968	686275	27642950
969	686985	27642314
970	687698	27641782
971	688418	27641567
972	689121	27640651
973	689822	27639656
974	690541	27639370
975	691250	27638678
976	691957	27637946
977	692679	27637782
978	693424	27638523
979	694195	27640306
980	694913	27639982
981	695644	27640193
982	696356	27639606
983	697056	27638555
984	697753	27637395
985	698454	27636427
986	699151	27635252
987	699849	27634157
988	700547	27633033
989	701248	27632013
990	701953	27631197
991	702657	27630311
992	703376	27630014
993	704110	27630311
994	704893	27632539
995	705598	27631701
996	706323	27631636
997	707050	27631633
998	707743	27630332
999	708434	27628957
1000	709132	27627815
1001	709836	27626951
1002	710530	27625680
1003	711220	27624276
1004	711918	27623126
1005	712613	27621916
1006	713307	27620640
1007	714002	27619425
1008	714699	27618288
1009	715414	27617843
1010	716131	27617442
1011	716844	27616915
1012	717561	27616543
1013	718284	27616411
1014	718996	27615834
1015	719702	27615050
1016	720404	27614070
1017	721101	27612961
1018	721799	27611834
1019	722510	27611222
1020	723208	27610146
1021	723908	27609096
1022	724612	27608227
1023	725317	27607394
1024	726028	27606776
1025	726724	27605610
1026	727421	27604484
1027	728121	27603436
1028	728824	27602537
1029	729527	27601630
1030	730228	27600661
1031	730928	27599646
1032	731629	27598633
1033	732325	27597497
1034	733026	27596510
1035	733726	27595498
1036	734426	27594473
1037	735131	27593623
1038	735831	27592618
1039	736532	27591629
1040	737239	27590904
1041	738014	27592659
1042	738724	27592015
1043	739420	27590852
1044	740113	27589600
1045	740818	27588751
1046	741522	27587911
1047	742221	27586848
1048	742928	27586074
1049	743645	27585725
1050	744374	27585752
1051	745078	27584890
1052	745791	27584358
1053	746491	27583340
1054	747218	27583322
1055	747923	27582520
1056	748635	27581940
1057	749343	27581220
1058	750036	27579955
1059	750741	27579133
1060	751441	27578130
1061	752159	27577753
1062	752864	27576932
1063	753577	27576398
1064	754303	27576359
1065	755013	27575717
1066	755709	27574525
1067	756415	27573743
1068	757111	27572609
1069	757813	27571646
1070	758516	27570754
1071	759230	27570274
1072	759973	27570833
1073	760732	27571966
1074	761453	27571702
1075	762184	27571826
1076	762899	27571345
1077	763624	27571250
1078	764330	27570438
1079	765034	27569572
1080	765738	27568719
1081	766443	27567872
1082	767145	27566945
1083	767844	27565909
1084	768548	27565028
1085	769243	27563833
1086	769947	27562972
1087	770658	27562360
1088	771386	27562371
1089	772092	27561587
1090	772809	27561165
1091	773509	27560178
1092	774207	27559094
1093	774913	27558298
1094	775613	27557288
1095	776308	27556126
1096	777008	27555104
1097	777709	27554141
1098	778412	27553257
1099	778423	27527888
1100	779122	27526875
1101	779821	27525876
1102	780522	27524930
1103	781225	27524054
1104	781317	27501660
1105	782008	27500407
1106	782736	27500440
1107	783439	27499584
1108	784160	27499371
1109	784885	27499272
1110	785589	27498465
1111	786287	27497450
1112	786993	27496685
1113	787696	27495836
1114	788400	27495031
1115	789118	27494696
1116	789824	27493951
1117	790532	27493285
1118	791231	27492290
1119	791928	27491217
1120	792640	27490711
1121	793478	27494515
1122	794178	27493574
1123	794888	27492959
1124	795606	27492622
1125	796305	27491626
1126	797008	27490775
1127	797717	27490133
1128	798416	27489136
1129	799123	27488432
1130	799828	27487668
1131	800540	27487121
1132	801244	27486297
1133	801947	27485438
1134	802652	27484662
1135	803359	27483954
1136	804074	27483501
1137	804820	27484133
1138	805533	27483608
1139	806271	27483973
1140	806976	27483181
1141	807679	27482307
1142	808393	27481839
1143	809099	27481089
1144	809798	27480090
1145	810533	27480347
1146	811239	27479582
1147	811939	27478620
1148	812639	27477684
1149	813362	27477494
1150	814056	27476351
1151	814767	27475776
1152	815512	27476333
1153	816230	27475992
1154	816938	27475289
1155	817641	27474435
1156	818349	27473766
1157	819054	27472995
1158	819756	27472091
1159	820464	27471425
1160	821178	27470921
1161	821894	27470520
1162	822599	27469726
1163	823303	27468915
1164	824003	27467960
1165	824726	27467792
1166	825471	27468329
1167	826184	27467815
1168	826904	27467507
1169	827627	27467333
1170	828329	27466452
1171	829026	27465383
1172	829734	27464718
1173	830438	27463896
1174	831144	27463129
1175	831853	27462483
1176	832576	27462275
1177	833289	27461782
1178	833995	27461023
1179	834715	27460709
1180	835456	27461115
1181	836162	27460371
1182	836857	27459256
1183	837565	27458553
1184	838278	27458026
1185	838995	27457633
1186	839695	27456696
1187	840398	27455847
1188	841098	27454888
1189	841798	27453959
1190	842493	27452822
1191	843194	27451932
1192	843906	27451376
1193	844606	27450417
1194	845302	27449348
1195	846004	27448460
1196	846702	27447452
1197	847417	27446978
1198	848151	27447136
1199	848872	27446869
1200	849574	27445996
1201	850294	27445685
1202	850996	27444799
1203	851702	27444048
1204	852407	27443285
1205	853131	27443090
1206	853836	27442330
1207	854589	27443070
1208	855289	27442145
1209	855994	27441347
1210	856693	27440368
1211	857395	27439490
1212	858102	27438754
1213	858800	27437757
1214	859504	27436950
1215	860197	27435769
1216	860937	27436111
1217	861653	27435657
1218	862346	27434515
1219	863050	27433680
1220	863765	27433213
1221	864486	27432932
1222	865216	27432946
1223	865925	27432281
1224	866629	27431465
1225	867345	27431040
1226	868061	27430605
1227	868769	27429915
1228	869477	27429236
1229	870194	27428817
1230	870902	27428111
1231	871622	27427818
1232	872358	27427988
1233	873058	27427061
1234	873768	27426423
1235	874472	27425597
1236	875175	27424754
1237	875891	27424320
1238	876594	27423478
1239	877295	27422553
1240	877996	27421656
1241	878703	27420927
1242	879414	27420340
1243	880126	27419775
1244	880831	27418969
1245	881540	27418311
1246	882260	27417988
1247	882970	27417360
1248	883683	27416841
1249	884399	27416372
1250	885135	27416551
1251	885839	27415737
1252	886536	27414722
1253	887230	27413596
1254	887932	27412712
1255	888628	27411647
1256	889342	27411143
1257	890042	27410193
1258	890747	27409407
1259	891450	27408551
1260	892150	27407626
1261	892853	27406788
1262	893564	27406174
1263	894289	27406025
1264	895056	27407135
1265	895756	27406177
1266	896464	27405491
1267	897171	27404756
1268	897875	27403945
1269	898573	27402951
1270	899270	27401933
1271	899980	27401281
1272	900684	27400477
1273	901387	27399621
1274	902105	27399253
1275	902813	27398555
1276	903515	27397689
1277	904222	27396937
1278	904938	27396500
1279	905640	27395634
1280	906375	27395749
1281	907114	27395995
1282	907835	27395675
1283	908541	27394932
1284	909235	27393812
1285	909942	27393096
1286	910639	27392078
1287	911355	27391613
1288	912057	27390745
1289	912765	27390044
1290	913480	27389564
1291	914181	27388654
1292	914878	27387639
1293	915582	27386817
1294	916296	27386296
1295	917102	27388538
1296	917803	27387630
1297	918531	27387510
1298	919254	27387286
1299	919960	27386515
1300	920666	27385756
1301	921367	27384867
1302	922072	27384077
1303	922773	27383155
1304	923478	27382361
1305	924177	27381405
1306	924878	27380503
1307	925584	27379758
1308	926302	27379357
1309	927039	27379510
1310	927772	27379557
1311	928487	27379054
1312	929190	27378217
1313	929909	27377831
1314	930675	27378846
1315	931445	27379975
1316	932209	27380898
1317	932923	27380372
1318	933635	27379802
1319	934380	27380174
1320	935130	27380716
1321	935891	27381539
1322	936614	27381284
1323	937345	27381253
1324	938085	27381472
1325	938796	27380862
1326	939573	27382148
1327	940298	27381956
1328	941018	27381582
1329	941728	27380921
1330	942440	27380325
1331	943159	27379956
1332	943893	27379982
1333	944656	27380887
1334	945369	27380309
1335	946093	27380061
1336	946795	27379166
1337	947495	27378223
1338	948206	27377599
1339	948925	27377220
1340	949679	27377818
1341	950432	27378412
1342	951143	27377765
1343	951856	27377212
1344	952572	27376724
1345	953279	27375991
1346	953993	27375445
1347	954703	27374789
1348	955409	27374008
1349	956137	27373860
1350	956856	27373447
1351	957580	27373196
1352	958315	27373256
1353	959020	27372462
1354	959735	27371931
1355	960456	27371595
1356	961186	27371499
1357	961897	27370868
1358	962599	27369991
1359	963315	27369507
1360	964046	27369440
1361	964763	27368969
1362	965476	27368376
1363	966183	27367638
1364	966894	27367014
1365	967628	27367032
1366	968353	27366796
1367	969096	27367063
1368	969885	27368628
1369	970613	27368472
1370	971381	27369424
1371	972177	27371181
1372	972914	27371289
1373	973655	27371490
1374	974385	27371365
1375	975124	27371525
1376	975850	27371283
1377	976548	27370298
1378	977251	27369406
1379	977958	27368659
1380	978676	27368221
1381	979433	27368847
1382	980192	27369557
1383	980962	27370555
1384	981677	27370033
1385	982401	27369733
1386	983120	27369311
1387	983847	27369112
1388	984558	27368469
1389	985270	27367824
1390	985999	27367682
1391	986726	27367484
1392	987461	27367511
1393	988177	27366980
1394	988899	27366642
1395	989703	27368555
1396	990510	27370570
1397	991255	27370845
1398	991995	27370996
1399	992717	27370629
1400	993445	27370447
1401	994190	27370737
1402	994910	27370321
1403	995640	27370187
1404	996350	27369486
1405	997075	27369222
1406	997792	27368745
1407	998508	27368200
1408	999219	27367554
1409	999956	27367615
1410	1000678	27367255
1411	1001419	27367393
1412	1002138	27366960
1413	1002891	27367444
1414	1003599	27366696
1415	1004371	27367710
1416	1005104	27367642
1417	1005845	27367781
1418	1006589	27368022
1419	1007359	27368977
1420	1008090	27368841
1421	1008833	27369031
1422	1009592	27369674
1423	1010321	27369502
1424	1011058	27369518
1425	1011806	27369856
1426	1012553	27370176
1427	1013267	27369569
1428	1013981	27368974
1429	1014700	27368535
1430	1015426	27368265
1431	1016151	27367976
1432	1016917	27368789
1433	1017652	27368741
1434	1018370	27368272
1435	1019089	27367800
1436	1019833	27368010
1437	1020564	27367880
1438	1021310	27368136
1439	1022052	27368294
1440	1022816	27369033
1441	1023552	27369032
1442	1024284	27368899
1443	1025021	27368920
1444	1025791	27369831
1445	1026541	27370190
1446	1027269	27369957
1447	1028092	27372247
1448	1028818	27371957
1449	1029637	27374157
1450	1030405	27374987
1451	1031166	27375613
1452	1031907	27375738
1453	1032624	27375193
1454	1033338	27374590
