iter	RMSE
581	1276.746115
582	1275.865425
583	1274.757226
584	1273.800512
585	1272.732525
586	1271.661167
587	1270.807991
588	1269.804796
589	1268.589749
590	1267.622776
591	1266.667874
592	1265.766462
593	1264.95073
594	1264.148288
595	1263.036
596	1262.250976
597	1261.211796
598	1260.154965
599	1258.753768
600	1257.680659
601	1256.672684
602	1255.569237
603	1254.377105
604	1253.067527
605	1251.887445
606	1250.84486
607	1250.605078
608	1249.637831
609	1248.654961
610	1247.744006
611	1246.839686
612	1245.498013
613	1244.531914
614	1243.095486
615	1242.068567
616	1241.158635
617	1239.969702
618	1239.267776
619	1238.037306
620	1236.995703
621	1236.255047
622	1235.195726
623	1234.062781
624	1232.893723
625	1232.010914
626	1231.006491
627	1229.950783
628	1229.031618
629	1227.801339
630	1226.671397
631	1225.799913
632	1224.77172
633	1224.17487
634	1223.174249
635	1222.026964
636	1221.112768
637	1219.798138
638	1218.680845
639	1217.604264
640	1216.777362
641	1215.963461
642	1214.870936
643	1213.792677
644	1212.978899
645	1211.782318
646	1210.7006
647	1209.715179
648	1208.516269
649	1207.563137
650	1206.844971
651	1205.876149
652	1204.696002
653	1203.496668
654	1202.663729
655	1201.638368
656	1200.570738
657	1200.089248
658	1199.186231
659	1198.275008
660	1196.845436
661	1195.774137
662	1194.850642
663	1194.099797
664	1192.82838
665	1192.127004
666	1191.021622
667	1189.998754
668	1189.061937
669	1188.128529
670	1186.819025
671	1185.83495
672	1184.713549
673	1183.925915
674	1183.173092
675	1182.353703
676	1181.303006
677	1180.576103
678	1179.640384
679	1178.560219
680	1177.458915
681	1176.26097
682	1175.447921
683	1174.490814
684	1173.533886
685	1172.311714
686	1171.670696
687	1170.985799
688	1170.094359
689	1169.491464
690	1168.718113
691	1167.903917
692	1167.239684
693	1166.344369
694	1165.314211
695	1164.515536
696	1163.855689
697	1163.139144
698	1162.18687
699	1160.909357
700	1160.247038
701	1159.368252
702	1158.417864
703	1157.511759
704	1156.597538
705	1155.641399
706	1154.90892
707	1154.095694
708	1153.379029
709	1152.555674
710	1151.747939
711	1150.645554
712	1149.779365
713	1148.84841
714	1147.713802
715	1146.801533
716	1145.978374
717	1144.985864
718	1144.134335
719	1143.285194
720	1142.263217
721	1141.239204
722	1140.311317
723	1139.519475
724	1138.615289
725	1137.791053
726	1136.789043
727	1135.920484
728	1134.867655
729	1134.147053
730	1133.215926
731	1132.588129
732	1131.993072
733	1131.135143
734	1130.183195
735	1129.418585
736	1128.593726
737	1127.6818
738	1127.002941
739	1126.113519
740	1125.167839
741	1124.522816
742	1123.786844
743	1122.961237
744	1122.103812
745	1121.330414
746	1120.589093
747	1119.455048
748	1118.740227
749	1117.941364
750	1117.055256
751	1116.207808
752	1115.623494
753	1114.849701
754	1114.062964
755	1112.903343
756	1112.033321
757	1111.135836
758	1110.214991
759	1109.370048
760	1108.582578
761	1107.608892
762	1106.662201
763	1105.583173
764	1104.601375
765	1104.116926
766	1103.117472
767	1102.280015
768	1101.45624
769	1100.397832
770	1099.60283
771	1098.874704
772	1098.254828
773	1097.664321
774	1097.062408
775	1096.428078
776	1095.619513
777	1094.770155
778	1093.887569
779	1093.171964
780	1092.372128
781	1091.510247
782	1090.743924
783	1089.634736
784	1088.802941
785	1088.063765
786	1087.317871
787	1086.707216
788	1085.940759
789	1085.291652
790	1083.987588
791	1082.81046
792	1082.163473
793	1081.302774
794	1080.511972
795	1079.73223
796	1078.722377
797	1077.797403
798	1077.195838
799	1076.370907
800	1075.885565
801	1075.341573
802	1074.447871
803	1073.560841
804	1072.498927
805	1071.748057
806	1070.966988
807	1069.89209
808	1069.140048
809	1068.262999
810	1067.305119
811	1066.411119
812	1065.82032
813	1065.060755
814	1064.365387
815	1063.583076
816	1062.658108
817	1061.79194
818	1061.005901
819	1060.569307
820	1059.888912
821	1059.171788
822	1058.300098
823	1057.463646
824	1057.117831
825	1056.277705
826	1055.439681
827	1054.50511
828	1053.563185
829	1052.59968
830	1051.941288
831	1051.176214
832	1050.1879
833	1049.456093
834	1048.704462
835	1047.667414
836	1046.822658
837	1045.920524
838	1045.312112
839	1044.760556
840	1044.198411
841	1043.338318
842	1042.676762
843	1041.668066
844	1040.988377
845	1040.255438
846	1039.417131
847	1038.602455
848	1037.829806
849	1037.219429
850	1036.583861
851	1035.5748
852	1035.071814
853	1034.143429
854	1033.261342
855	1032.378855
856	1031.459591
857	1030.677971
858	1030.072934
859	1029.325705
860	1028.483458
861	1027.774182
862	1027.05028
863	1026.203187
864	1025.244941
865	1024.311294
866	1023.675073
867	1022.851778
868	1022.176446
869	1021.283065
870	1020.539954
871	1020.050835
872	1019.646861
873	1018.931277
874	1018.179534
875	1017.410924
876	1016.611872
877	1015.731892
878	1014.925546
879	1014.050908
880	1013.619974
881	1012.754413
882	1012.139128
883	1011.261191
884	1010.811397
885	1010.293327
886	1009.420962
887	1008.74105
888	1007.820721
889	1007.175677
890	1006.80523
891	1006.044723
892	1005.139125
893	1004.175444
894	1003.132709
895	1002.280275
896	1001.496942
897	1000.733669
898	1000.185671
899	999.5526967
900	999.0315334
901	998.3997745
902	997.7182011
903	996.79165
904	995.9106954
905	995.1676404
906	994.4177036
907	993.8812827
908	993.2134316
909	992.3068947
910	991.4308282
911	990.7983783
912	990.1416505
913	989.543369
914	988.7786418
915	988.3236155
916	987.7316008
917	986.8461422
918	986.1354665
919	985.5366219
920	984.7459409
921	984.291344
922	983.6780008
923	983.0950305
924	982.7013641
925	982.2132758
926	981.4870169
927	980.7747624
928	979.8876217
929	979.3134166
930	978.6122465
931	978.1285623
932	977.2923669
933	976.5140021
934	975.7258064
935	974.8954873
936	974.169326
937	973.4355824
938	972.9857041
939	972.38889
940	971.961146
941	971.4015696
942	970.666738
943	970.0712439
944	969.3235828
945	968.5053977
946	967.8401775
947	967.0242719
948	966.1663755
949	965.5507225
950	964.8676993
951	964.1448131
952	963.4564349
953	962.7670342
954	962.1372501
955	961.287366
956	960.6776309
957	960.0867431
958	959.2244689
959	958.4072425
960	957.7725704
961	957.1806829
962	956.42964
963	955.5796816
964	954.8965232
965	954.1668583
966	953.6936747
967	952.8688517
968	952.3050877
969	951.410487
970	950.7485618
971	950.2269665
972	949.5572119
973	948.8794221
974	948.1818424
975	947.5494456
976	947.0261956
977	946.1456153
978	945.2436948
979	944.5989205
980	943.9093888
981	943.0786256
982	942.5344352
983	941.7085553
984	941.1708946
985	940.5514463
986	939.978427
987	939.2704234
988	938.7401867
989	938.1902085
990	937.5903537
991	937.037988
992	936.5346631
993	936.0396436
994	935.1545601
995	934.4887022
996	933.8662265
997	933.229819
998	932.8320733
999	931.6330992
1000	930.8491491
1001	930.1308609
1002	929.467726
1003	928.6403779
1004	927.9967159
1005	927.5807921
1006	926.7159358
1007	926.0049494
1008	925.4629197
1009	924.5919141
1010	923.925243
1011	923.6653736
1012	923.0668603
1013	922.3392454
1014	921.5769867
1015	920.9404691
1016	920.70471
1017	920.1820032
1018	919.3542218
1019	918.7059969
1020	918.0861023
1021	917.4210919
1022	917.0163567
1023	916.6921603
1024	916.1338856
1025	915.7538434
1026	915.0681845
1027	914.3408407
1028	913.6662555
1029	913.3767116
1030	912.6526134
1031	912.132596
1032	911.7060746
1033	911.2169671
1034	910.8209923
1035	910.3868015
1036	909.7200645
1037	909.0582349
1038	908.3512064
1039	907.7683039
1040	907.1918709
1041	906.3146808
1042	905.4191554
1043	904.5457915
1044	903.8395866
1045	902.9846299
1046	902.3776124
1047	901.7247423
1048	900.9731358
1049	900.221996
1050	899.6260998
1051	898.8094141
1052	898.0204531
1053	897.3090403
1054	896.5332456
1055	895.932132
1056	895.2326467
1057	894.2953956
1058	893.5787198
1059	892.8366513
1060	892.4891211
1061	891.9525833
1062	891.2247474
1063	890.496948
1064	889.6945538
1065	889.151737
1066	888.7074752
1067	887.7189925
1068	887.0781954
1069	886.3035275
1070	885.4607878
1071	885.0591125
1072	884.3303039
1073	883.6252071
1074	882.8404411
1075	882.215644
1076	881.6347403
1077	881.0759214
1078	880.3954043
1079	880.0542597
1080	879.5011627
1081	878.782602
1082	878.1267673
1083	877.4944771
1084	876.9171173
1085	876.1156002
1086	875.4443268
1087	874.5992011
1088	873.9723104
1089	873.2999873
1090	872.7479558
1091	872.0423878
1092	871.4391891
1093	870.8324256
1094	870.1191382
1095	869.1829276
1096	868.7266997
1097	868.1197313
1098	867.4705171
1099	867.2283226
1100	866.534024
1101	865.8742271
1102	865.193655
1103	864.4623077
1104	864.3039979
1105	863.7508209
1106	863.2024258
1107	862.6140574
1108	861.9928651
1109	861.4204512
1110	860.8537478
1111	860.2537099
1112	859.5069583
1113	858.8514408
1114	858.2978829
1115	857.9308628
1116	857.3789693
1117	856.9495222
1118	856.6896356
1119	856.2974062
1120	855.7424172
1121	855.16291
1122	854.5579489
1123	854.0427406
1124	853.4136463
1125	852.9783872
1126	852.3235109
1127	851.6405105
1128	850.8070517
1129	849.8397102
1130	849.2707775
1131	848.6854459
1132	848.1743311
1133	847.242981
1134	846.5308249
1135	845.9820521
1136	845.4115168
1137	844.6477256
1138	844.0910011
1139	843.4869957
1140	842.9210363
1141	842.2119962
1142	841.5367408
1143	840.8508326
1144	840.1978639
1145	839.4719025
1146	838.7509747
1147	838.1071865
1148	837.1569762
1149	836.1416852
1150	835.4635631
1151	834.843681
1152	834.2391587
1153	833.527643
1154	832.9352917
1155	832.2578043
1156	831.9981802
1157	831.6139333
1158	830.8643898
1159	830.1468042
1160	829.6326973
1161	829.2660629
1162	828.5688713
1163	828.0201092
1164	827.2647499
1165	826.572331
1166	825.8987238
1167	825.1454036
1168	824.7333418
1169	824.3333223
1170	823.8574698
1171	823.0755
1172	822.2671049
1173	821.5313063
1174	820.7174209
1175	820.0589718
1176	819.7566951
1177	819.1322178
1178	818.6662247
1179	818.1285872
1180	817.4809496
1181	817.0762749
1182	816.7402437
1183	816.2127627
1184	815.7049122
1185	815.151763
1186	814.7428905
1187	814.3606214
1188	813.7266492
1189	812.9269922
1190	812.6410841
1191	811.8584373
1192	811.2159904
1193	810.7368926
1194	809.9581394
1195	809.3813621
1196	808.5705901
1197	808.1005704
1198	807.2650933
1199	806.7401964
1200	806.1799391
1201	805.833673
1202	805.1624475
1203	804.6726469
1204	804.1864827
1205	803.6236932
1206	803.1854963
1207	802.7061982
1208	802.4105025
1209	801.8755716
1210	801.3201101
1211	800.7870931
1212	800.2964838
1213	799.9568501
1214	799.6552671
1215	799.1646768
1216	798.9269762
1217	798.3961538
1218	797.8994375
1219	797.1261458
1220	796.7413181
1221	796.3633447
1222	795.7116626
1223	795.2495885
1224	794.5094515
1225	793.7935836
1226	793.2111837
1227	792.7548878
1228	792.330758
1229	791.8170194
1230	791.0261936
1231	790.3616237
1232	789.8552513
1233	789.2754934
1234	788.7108342
1235	788.3848236
1236	787.9488458
1237	787.3729315
1238	786.874101
1239	786.4290982
1240	786.0218025
1241	785.6126946
1242	784.840864
1243	784.3213293
1244	783.3952146
1245	782.8992591
1246	782.1572168
1247	781.5626127
1248	780.9565915
1249	780.565295
1250	779.8184871
1251	779.3695503
1252	778.8486984
1253	778.3212265
1254	777.7275104
1255	777.0935412
1256	776.684067
1257	776.1301875
1258	775.6183525
1259	775.0948136
1260	774.3564046
1261	773.996164
1262	773.4950091
1263	772.7165939
1264	771.995334
1265	771.5986289
1266	771.1195356
1267	770.5872877
1268	770.1190585
1269	769.4615681
1270	768.8110577
1271	768.3380659
1272	767.7415903
1273	767.2448327
1274	766.6924427
1275	766.4124339
1276	765.910821
1277	765.4934891
1278	764.8448448
1279	764.3392401
1280	764.1384227
1281	763.587807
1282	763.0645221
1283	762.5673839
1284	761.8783686
1285	761.4836674
1286	760.7324444
1287	760.3909697
1288	759.7593777
1289	759.3384839
1290	758.5566517
1291	757.876697
1292	757.4530566
1293	756.940347
1294	756.4428537
1295	756.017074
1296	755.4847555
1297	755.0846006
1298	754.6459626
1299	754.090495
1300	753.4817905
1301	753.1489372
1302	752.7083954
1303	752.2326917
1304	751.6766755
1305	751.3656797
1306	750.8055067
1307	750.4723003
1308	749.8112359
1309	749.4404999
1310	748.889543
1311	748.4884836
1312	748.1026716
1313	747.5070915
1314	746.8498365
1315	746.4178811
1316	746.0004493
1317	745.3609698
1318	744.7722903
1319	744.2830147
1320	743.7538391
1321	743.2973867
1322	742.9206987
1323	742.3680433
1324	741.7646116
1325	741.3753639
1326	740.6272326
1327	739.9255733
1328	739.3899248
1329	738.7278018
1330	738.3463223
1331	737.9941837
1332	737.4579555
1333	736.8628472
1334	736.2717186
1335	735.6052137
1336	735.3556185
1337	734.9589285
1338	734.8165253
1339	734.1412744
1340	733.4533604
1341	732.8170898
1342	732.2576577
1343	731.4780614
1344	730.9636495
1345	730.6015976
1346	730.0091311
1347	729.558871
1348	728.981599
1349	728.4546117
1350	728.0439273
1351	727.5756185
1352	727.3158205
1353	726.5258815
1354	725.8774939
1355	725.64333
1356	724.9299049
1357	724.5520384
1358	724.1580894
1359	723.4194521
1360	722.9929557
1361	722.4511215
1362	722.1086317
1363	721.5631782
1364	721.1038854
1365	720.6701948
1366	720.0650483
1367	719.7376903
1368	719.2663677
1369	718.6971813
1370	718.0636216
1371	717.5782574
1372	717.0867359
1373	716.674742
1374	716.1531791
1375	715.6943023
1376	715.1426622
1377	714.6379574
1378	713.9470212
1379	713.3893001
1380	712.9739129
1381	712.6930554
1382	712.1932504
1383	711.6183928
1384	711.1926515
1385	710.8732387
1386	710.2325809
1387	709.965386
1388	709.6945847
1389	709.449374
1390	708.8504901
1391	708.4808299
1392	708.0977753
1393	707.629046
1394	707.3251912
1395	706.94515
1396	706.3068172
1397	706.1226211
1398	705.4640284
1399	704.9611824
1400	704.5177763
1401	704.2752295
1402	703.836369
1403	703.171004
1404	702.7367967
1405	702.2424521
1406	701.8117882
1407	701.4770019
1408	701.1356066
1409	700.5874102
1410	700.0131421
1411	699.1670529
1412	698.7219397
1413	698.2433293
1414	697.7891937
1415	697.3334499
1416	696.8106187
1417	696.4366636
1418	696.055702
1419	695.6912571
1420	695.3221219
1421	694.7634655
1422	694.4004377
1423	693.7895226
1424	693.185965
1425	692.8104286
1426	692.3368666
1427	692.2102457
1428	691.7235139
1429	691.3997741
1430	690.962164
1431	690.5995979
1432	690.1711511
1433	689.7014726
1434	689.2809074
1435	688.8934962
1436	688.2114053
1437	687.9395065
1438	687.4269618
1439	686.79287
1440	686.4078591
1441	685.7714633
1442	685.1544108
1443	684.7566749
1444	684.5783165
1445	684.2297559
1446	683.8978737
1447	683.5929728
1448	683.1335521
1449	682.5599461
1450	682.2698127
1451	681.9435007
1452	681.6678857
1453	681.2881161
1454	680.7327132
